ID,Gene Name,Species,
ENSG00000174953,DEAH-box helicase 36(DHX36),Homo sapiens,
ENSG00000184014,DENN domain containing 5A(DENND5A),Homo sapiens,
ENSG00000162946,DISC1 scaffold protein(DISC1),Homo sapiens,
ENSG00000150764,DIX domain containing 1(DIXDC1),Homo sapiens,
ENSG00000077097,DNA topoisomerase II beta(TOP2B),Homo sapiens,
ENSG00000177103,DS cell adhesion molecule like 1(DSCAML1),Homo sapiens,
ENSG00000171587,DS cell adhesion molecule(DSCAM),Homo sapiens,
ENSG00000100393,E1A binding protein p300(EP300),Homo sapiens,
ENSG00000115468,EF-hand domain family member D1(EFHD1),Homo sapiens,
ENSG00000110047,EH domain containing 1(EHD1),Homo sapiens,
ENSG00000162374,ELAV like RNA binding protein 4(ELAVL4),Homo sapiens,
ENSG00000154380,ENAH actin regulator(ENAH),Homo sapiens,
ENSG00000146904,EPH receptor A1(EPHA1),Homo sapiens,
ENSG00000183317,EPH receptor A10(EPHA10),Homo sapiens,
ENSG00000142627,EPH receptor A2(EPHA2),Homo sapiens,
ENSG00000044524,EPH receptor A3(EPHA3),Homo sapiens,
ENSG00000116106,EPH receptor A4(EPHA4),Homo sapiens,
ENSG00000145242,EPH receptor A5(EPHA5),Homo sapiens,
ENSG00000080224,EPH receptor A6(EPHA6),Homo sapiens,
ENSG00000135333,EPH receptor A7(EPHA7),Homo sapiens,
ENSG00000070886,EPH receptor A8(EPHA8),Homo sapiens,
ENSG00000154928,EPH receptor B1(EPHB1),Homo sapiens,
ENSG00000133216,EPH receptor B2(EPHB2),Homo sapiens,
ENSG00000182580,EPH receptor B3(EPHB3),Homo sapiens,
ENSG00000196411,EPH receptor B4(EPHB4),Homo sapiens,
ENSG00000106123,EPH receptor B6(EPHB6),Homo sapiens,
ENSG00000225830,"ERCC excision repair 6, chromatin remodeling factor(ERCC6)",Homo sapiens,
ENSG00000006468,ETS variant transcription factor 1(ETV1),Homo sapiens,
ENSG00000174989,F-box and WD repeat domain containing 8(FBXW8),Homo sapiens,
ENSG00000103264,F-box protein 31(FBXO31),Homo sapiens,
ENSG00000145868,F-box protein 38(FBXO38),Homo sapiens,
ENSG00000174013,F-box protein 45(FBXO45),Homo sapiens,
ENSG00000165323,FAT atypical cadherin 3(FAT3),Homo sapiens,
ENSG00000196159,FAT atypical cadherin 4(FAT4),Homo sapiens,
ENSG00000152767,"FERM, ARH/RhoGEF and pleckstrin domain protein 1(FARP1)",Homo sapiens,
ENSG00000006607,"FERM, ARH/RhoGEF and pleckstrin domain protein 2(FARP2)",Homo sapiens,
ENSG00000182511,"FES proto-oncogene, tyrosine kinase(FES)",Homo sapiens,
ENSG00000163497,"FEV transcription factor, ETS family member(FEV)",Homo sapiens,
ENSG00000128610,FEZ family zinc finger 1(FEZF1),Homo sapiens,
ENSG00000153266,FEZ family zinc finger 2(FEZF2),Homo sapiens,
ENSG00000112367,FIG4 phosphoinositide 5-phosphatase(FIG4),Homo sapiens,
ENSG00000119782,FKBP prolyl isomerase 1B(FKBP1B),Homo sapiens,
ENSG00000004478,FKBP prolyl isomerase 4(FKBP4),Homo sapiens,
ENSG00000075539,FRY like transcription coactivator(FRYL),Homo sapiens,
ENSG00000073910,FRY microtubule binding protein(FRY),Homo sapiens,
ENSG00000010810,"FYN proto-oncogene, Src family tyrosine kinase(FYN)",Homo sapiens,
ENSG00000169258,G protein regulated inducer of neurite outgrowth 1(GPRIN1),Homo sapiens,
ENSG00000204175,G protein regulated inducer of neurite outgrowth 2(GPRIN2),Homo sapiens,
ENSG00000114349,G protein subunit alpha transducin 1(GNAT1),Homo sapiens,
ENSG00000134183,G protein subunit alpha transducin 2(GNAT2),Homo sapiens,
ENSG00000127928,G protein subunit gamma transducin 1(GNGT1),Homo sapiens,
ENSG00000170775,G protein-coupled receptor 37(GPR37),Homo sapiens,
ENSG00000198908,G protein-coupled receptor associated sorting protein family member 3(GPRASP3),Homo sapiens,
ENSG00000179348,GATA binding protein 2(GATA2),Homo sapiens,
ENSG00000107485,GATA binding protein 3(GATA3),Homo sapiens,
ENSG00000151892,GDNF family receptor alpha 1(GFRA1),Homo sapiens,
ENSG00000146013,GDNF family receptor alpha 3(GFRA3),Homo sapiens,
ENSG00000203879,GDP dissociation inhibitor 1(GDI1),Homo sapiens,
ENSG00000108262,GIT ArfGAP 1(GIT1),Homo sapiens,
ENSG00000074047,GLI family zinc finger 2(GLI2),Homo sapiens,
ENSG00000106571,GLI family zinc finger 3(GLI3),Homo sapiens,
ENSG00000185477,GPRIN family member 3(GPRIN3),Homo sapiens,
ENSG00000166503,HDGF like 3(HDGFL3),Homo sapiens,
ENSG00000103657,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1(HERC1),Homo sapiens,
ENSG00000002746,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1(HECW1)",Homo sapiens,
ENSG00000138411,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2(HECW2)",Homo sapiens,
ENSG00000115317,HtrA serine peptidase 2(HTRA2),Homo sapiens,
ENSG00000173404,INSM transcriptional repressor 1(INSM1),Homo sapiens,
ENSG00000144711,IQ motif and Sec7 domain ArfGEF 1(IQSEC1),Homo sapiens,
ENSG00000140575,IQ motif containing GTPase activating protein 1(IQGAP1),Homo sapiens,
ENSG00000016082,ISL LIM homeobox 1(ISL1),Homo sapiens,
ENSG00000159556,ISL LIM homeobox 2(ISL2),Homo sapiens,
ENSG00000182149,IST1 factor associated with ESCRT-III(IST1),Homo sapiens,
ENSG00000163501,Indian hedgehog signaling molecule(IHH),Homo sapiens,
ENSG00000096968,Janus kinase 2(JAK2),Homo sapiens,
ENSG00000177606,"Jun proto-oncogene, AP-1 transcription factor subunit(JUN)",Homo sapiens,
ENSG00000203908,"KH domain containing 3 like, subcortical maternal complex member(KHDC3L)",Homo sapiens,
ENSG00000137261,KIAA0319(KIAA0319),Homo sapiens,
ENSG00000149633,KIAA1755(KIAA1755),Homo sapiens,
ENSG00000136826,KLF transcription factor 4(KLF4),Homo sapiens,
ENSG00000118263,KLF transcription factor 7(KLF7),Homo sapiens,
ENSG00000107104,KN motif and ankyrin repeat domains 1(KANK1),Homo sapiens,
ENSG00000197993,Kell metallo-endopeptidase (Kell blood group)(KEL),Homo sapiens,
ENSG00000198910,L1 cell adhesion molecule(L1CAM),Homo sapiens,
ENSG00000147650,LDL receptor related protein 12(LRP12),Homo sapiens,
ENSG00000134569,LDL receptor related protein 4(LRP4),Homo sapiens,
ENSG00000157193,LDL receptor related protein 8(LRP8),Homo sapiens,
ENSG00000197753,LHFPL tetraspan subfamily member 5(LHFPL5),Homo sapiens,
ENSG00000128342,LIF interleukin 6 family cytokine(LIF),Homo sapiens,
ENSG00000106683,LIM domain kinase 1(LIMK1),Homo sapiens,
ENSG00000143013,LIM domain only 4(LMO4),Homo sapiens,
ENSG00000106689,LIM homeobox 2(LHX2),Homo sapiens,
ENSG00000107187,LIM homeobox 3(LHX3),Homo sapiens,
ENSG00000121454,LIM homeobox 4(LHX4),Homo sapiens,
ENSG00000106852,LIM homeobox 6(LHX6),Homo sapiens,
ENSG00000162624,LIM homeobox 8(LHX8),Homo sapiens,
ENSG00000143355,LIM homeobox 9(LHX9),Homo sapiens,
ENSG00000162761,LIM homeobox transcription factor 1 alpha(LMX1A),Homo sapiens,
ENSG00000131899,LLGL scribble cell polarity complex component 1(LLGL1),Homo sapiens,
ENSG00000139233,"LLP homolog, long-term synaptic facilitation factor(LLPH)",Homo sapiens,
ENSG00000254087,"LYN proto-oncogene, Src family tyrosine kinase(LYN)",Homo sapiens,
ENSG00000089022,MAPK activated protein kinase 5(MAPKAPK5),Homo sapiens,
ENSG00000101977,MCF.2 cell line derived transforming sequence(MCF2),Homo sapiens,
ENSG00000135679,MDM2 proto-oncogene(MDM2),Homo sapiens,
ENSG00000168389,"MFSD2 lysolipid transporter A, lysophospholipid(MFSD2A)",Homo sapiens,
ENSG00000100139,MICAL like 1(MICALL1),Homo sapiens,
ENSG00000164877,MICAL like 2(MICALL2),Homo sapiens,
ENSG00000158747,MICOS10-NBL1 readthrough(MICOS10-NBL1),Homo sapiens,
ENSG00000011143,MKS transition zone complex subunit 1(MKS1),Homo sapiens,
ENSG00000005810,MYC binding protein 2(MYCBP2),Homo sapiens,
ENSG00000108784,N-acetyl-alpha-glucosaminidase(NAGLU),Homo sapiens,
ENSG00000158747,"NBL1, DAN family BMP antagonist(NBL1)",Homo sapiens,
ENSG00000158092,NCK adaptor protein 1(NCK1),Homo sapiens,
ENSG00000071051,NCK adaptor protein 2(NCK2),Homo sapiens,
ENSG00000123338,NCK associated protein 1 like(NCKAP1L),Homo sapiens,
ENSG00000061676,NCK associated protein 1(NCKAP1),Homo sapiens,
ENSG00000213672,NCK interacting protein with SH3 domain(NCKIPSD),Homo sapiens,
ENSG00000103034,NDRG family member 4(NDRG4),Homo sapiens,
ENSG00000069869,NEDD4 E3 ubiquitin protein ligase(NEDD4),Homo sapiens,
ENSG00000049759,NEDD4 like E3 ubiquitin protein ligase(NEDD4L),Homo sapiens,
ENSG00000116044,NFE2 like bZIP transcription factor 2(NFE2L2),Homo sapiens,
ENSG00000109062,NHERF family PDZ scaffold protein 1(NHERF1),Homo sapiens,
ENSG00000136098,NIMA related kinase 3(NEK3),Homo sapiens,
ENSG00000136352,NK2 homeobox 1(NKX2-1),Homo sapiens,
ENSG00000136327,NK2 homeobox 8(NKX2-8),Homo sapiens,
ENSG00000163623,NK6 homeobox 1(NKX6-1),Homo sapiens,
ENSG00000165802,NMDA receptor synaptonuclear signaling and neuronal migration factor(NSMF),Homo sapiens,
ENSG00000104967,NOVA alternative splicing regulator 2(NOVA2),Homo sapiens,
ENSG00000133961,NUMB endocytic adaptor protein(NUMB),Homo sapiens,
ENSG00000105245,NUMB like endocytic adaptor protein(NUMBL),Homo sapiens,
ENSG00000123572,Nik related kinase(NRK),Homo sapiens,
ENSG00000185630,PBX homeobox 1(PBX1),Homo sapiens,
ENSG00000167081,PBX homeobox 3(PBX3),Homo sapiens,
ENSG00000105717,PBX homeobox 4(PBX4),Homo sapiens,
ENSG00000163110,PDZ and LIM domain 5(PDLIM5),Homo sapiens,
ENSG00000186862,PDZ domain containing 7(PDZD7),Homo sapiens,
ENSG00000188219,POTE ankyrin domain family member E(POTEE),Homo sapiens,
ENSG00000196604,POTE ankyrin domain family member F(POTEF),Homo sapiens,
ENSG00000196834,POTE ankyrin domain family member I(POTEI),Homo sapiens,
ENSG00000222038,POTE ankyrin domain family member J(POTEJ),Homo sapiens,
ENSG00000184486,POU class 3 homeobox 2(POU3F2),Homo sapiens,
ENSG00000152192,POU class 4 homeobox 1(POU4F1),Homo sapiens,
ENSG00000151615,POU class 4 homeobox 2(POU4F2),Homo sapiens,
ENSG00000091010,POU class 4 homeobox 3(POU4F3),Homo sapiens,
ENSG00000057657,PR/SET domain 1(PRDM1),Homo sapiens,
ENSG00000130711,PR/SET domain 12(PRDM12),Homo sapiens,
ENSG00000152784,PR/SET domain 8(PRDM8),Homo sapiens,
ENSG00000139220,PTPRF interacting protein alpha 2(PPFIA2),Homo sapiens,
ENSG00000084733,"RAB10, member RAS oncogene family(RAB10)",Homo sapiens,
ENSG00000103769,"RAB11A, member RAS oncogene family(RAB11A)",Homo sapiens,
ENSG00000143545,"RAB13, member RAS oncogene family(RAB13)",Homo sapiens,
ENSG00000124839,"RAB17, member RAS oncogene family(RAB17)",Homo sapiens,
ENSG00000080371,"RAB21, member RAS oncogene family(RAB21)",Homo sapiens,
ENSG00000117280,"RAB29, member RAS oncogene family(RAB29)",Homo sapiens,
ENSG00000111737,"RAB35, member RAS oncogene family(RAB35)",Homo sapiens,
ENSG00000105649,"RAB3A, member RAS oncogene family(RAB3A)",Homo sapiens,
ENSG00000175582,"RAB6A, member RAS oncogene family(RAB6A)",Homo sapiens,
ENSG00000154917,"RAB6B, member RAS oncogene family(RAB6B)",Homo sapiens,
ENSG00000167461,"RAB8A, member RAS oncogene family(RAB8A)",Homo sapiens,
ENSG00000116473,"RAP1A, member of RAS oncogene family(RAP1A)",Homo sapiens,
ENSG00000125249,"RAP2A, member of RAS oncogene family(RAP2A)",Homo sapiens,
ENSG00000198963,RAR related orphan receptor B(RORB),Homo sapiens,
ENSG00000111344,RAS protein activator like 1(RASAL1),Homo sapiens,
ENSG00000139687,RB transcriptional corepressor 1(RB1),Homo sapiens,
ENSG00000084093,RE1 silencing transcription factor(REST),Homo sapiens,
ENSG00000100320,RNA binding fox-1 homolog 2(RBFOX2),Homo sapiens,
ENSG00000104237,RP1 axonemal microtubule associated(RP1),Homo sapiens,
ENSG00000183638,RP1 like 1(RP1L1),Homo sapiens,
ENSG00000092200,RPGR interacting protein 1(RPGRIP1),Homo sapiens,
ENSG00000103494,RPGRIP1 like(RPGRIP1L),Homo sapiens,
ENSG00000018189,RUN and FYVE domain containing 3(RUFY3),Homo sapiens,
ENSG00000159216,RUNX family transcription factor 1(RUNX1),Homo sapiens,
ENSG00000020633,RUNX family transcription factor 3(RUNX3),Homo sapiens,
ENSG00000260272,Rab-GAP TBC domain-containing protein (H3BQ06_HUMAN),Homo sapiens,
ENSG00000136238,Rac family small GTPase 1(RAC1),Homo sapiens,
ENSG00000128340,Rac family small GTPase 2(RAC2),Homo sapiens,
ENSG00000169750,Rac family small GTPase 3(RAC3),Homo sapiens,
ENSG00000107263,Rap guanine nucleotide exchange factor 1(RAPGEF1),Homo sapiens,
ENSG00000109756,Rap guanine nucleotide exchange factor 2(RAPGEF2),Homo sapiens,
ENSG00000173166,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1(RAPH1),Homo sapiens,
ENSG00000152214,Ras like without CAAX 2(RIT2),Homo sapiens,
ENSG00000058335,Ras protein specific guanine nucleotide releasing factor 1(RASGRF1),Homo sapiens,
ENSG00000004777,Rho GTPase activating protein 33(ARHGAP33),Homo sapiens,
ENSG00000160007,Rho GTPase activating protein 35(ARHGAP35),Homo sapiens,
ENSG00000089820,Rho GTPase activating protein 4(ARHGAP4),Homo sapiens,
ENSG00000006740,Rho GTPase activating protein 44(ARHGAP44),Homo sapiens,
ENSG00000067900,Rho associated coiled-coil containing protein kinase 1(ROCK1),Homo sapiens,
ENSG00000172602,Rho family GTPase 1(RND1),Homo sapiens,
ENSG00000108830,Rho family GTPase 2(RND2),Homo sapiens,
ENSG00000240771,Rho guanine nucleotide exchange factor 25(ARHGEF25),Homo sapiens,
ENSG00000214944,Rho guanine nucleotide exchange factor 28(ARHGEF28),Homo sapiens,
ENSG00000165801,Rho guanine nucleotide exchange factor 40(ARHGEF40),Homo sapiens,
ENSG00000197956,S100 calcium binding protein A6(S100A6),Homo sapiens,
ENSG00000163220,S100 calcium binding protein A9(S100A9),Homo sapiens,
ENSG00000160307,S100 calcium binding protein B(S100B),Homo sapiens,
ENSG00000142186,SCY1 like pseudokinase 1(SCYL1),Homo sapiens,
ENSG00000136021,SCY1 like pseudokinase 2(SCYL2),Homo sapiens,
ENSG00000000457,SCY1 like pseudokinase 3(SCYL3),Homo sapiens,
ENSG00000138802,"SEC24 homolog B, COPII coat complex component(SEC24B)",Homo sapiens,
ENSG00000187742,SECIS binding protein 2(SECISBP2),Homo sapiens,
ENSG00000161681,SH3 and multiple ankyrin repeat domains 1(SHANK1),Homo sapiens,
ENSG00000251322,SH3 and multiple ankyrin repeat domains 3(SHANK3),Homo sapiens,
ENSG00000107295,"SH3 domain containing GRB2 like 2, endophilin A1(SH3GL2)",Homo sapiens,
ENSG00000108061,SHOC2 leucine rich repeat scaffold protein(SHOC2),Homo sapiens,
ENSG00000168779,SHOX homeobox 2(SHOX2),Homo sapiens,
ENSG00000169375,SIN3 transcription regulator family member A(SIN3A),Homo sapiens,
ENSG00000215474,SKI family transcriptional corepressor 2(SKOR2),Homo sapiens,
ENSG00000136603,SKI like proto-oncogene(SKIL),Homo sapiens,
ENSG00000178235,SLIT and NTRK like family member 1(SLITRK1),Homo sapiens,
ENSG00000185985,SLIT and NTRK like family member 2(SLITRK2),Homo sapiens,
ENSG00000121871,SLIT and NTRK like family member 3(SLITRK3),Homo sapiens,
ENSG00000179542,SLIT and NTRK like family member 4(SLITRK4),Homo sapiens,
ENSG00000165300,SLIT and NTRK like family member 5(SLITRK5),Homo sapiens,
ENSG00000184564,SLIT and NTRK like family member 6(SLITRK6),Homo sapiens,
ENSG00000196369,SLIT-ROBO Rho GTPase activating protein 2B(SRGAP2B),Homo sapiens,
ENSG00000171943,SLIT-ROBO Rho GTPase activating protein 2C(SRGAP2C),Homo sapiens,
ENSG00000141646,SMAD family member 4(SMAD4),Homo sapiens,
ENSG00000198742,SMAD specific E3 ubiquitin protein ligase 1(SMURF1),Homo sapiens,
ENSG00000143553,SNAP associated protein(SNAPIN),Homo sapiens,
ENSG00000115904,SOS Ras/Rac guanine nucleotide exchange factor 1(SOS1),Homo sapiens,
ENSG00000152377,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1(SPOCK1)",Homo sapiens,
ENSG00000104133,"SPG11 vesicle trafficking associated, spatacsin(SPG11)",Homo sapiens,
ENSG00000182968,SRY-box transcription factor 1(SOX1),Homo sapiens,
ENSG00000176101,SS nuclear autoantigen 1(SSNA1),Homo sapiens,
ENSG00000008324,SS18 like 2(SS18L2),Homo sapiens,
ENSG00000184402,SS18L1 subunit of BAF chromatin remodeling complex(SS18L1),Homo sapiens,
ENSG00000140557,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2(ST8SIA2)",Homo sapiens,
ENSG00000198198,SZT2 subunit of KICSTOR complex(SZT2),Homo sapiens,
ENSG00000115297,T cell leukemia homeobox 2(TLX2),Homo sapiens,
ENSG00000136535,T-box brain transcription factor 1(TBR1),Homo sapiens,
ENSG00000149922,T-box transcription factor 6(TBX6),Homo sapiens,
ENSG00000160551,TAO kinase 1(TAOK1),Homo sapiens,
ENSG00000149930,TAO kinase 2(TAOK2),Homo sapiens,
ENSG00000135090,TAO kinase 3(TAOK3),Homo sapiens,
ENSG00000036054,TBC1 domain family member 23(TBC1D23),Homo sapiens,
ENSG00000162065,TBC1 domain family member 24(TBC1D24),Homo sapiens,
ENSG00000250366,TCL1 upstream neural differentiation-associated RNA(TUNAR),Homo sapiens,
ENSG00000125676,THO complex subunit 2(THOC2),Homo sapiens,
ENSG00000156299,TIAM Rac1 associated GEF 1(TIAM1),Homo sapiens,
ENSG00000146426,TIAM Rac1 associated GEF 2(TIAM2),Homo sapiens,
ENSG00000146072,TNF receptor superfamily member 21(TNFRSF21),Homo sapiens,
ENSG00000197579,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase(TOPORS)",Homo sapiens,
ENSG00000154310,TRAF2 and NCK interacting kinase(TNIK),Homo sapiens,
ENSG00000100106,TRIO and F-actin binding protein(TRIOBP),Homo sapiens,
ENSG00000165699,TSC complex subunit 1(TSC1),Homo sapiens,
ENSG00000166925,TSC22 domain family member 4(TSC22D4),Homo sapiens,
ENSG00000112041,TUB like protein 1(TULP1),Homo sapiens,
ENSG00000154096,Thy-1 cell surface antigen(THY1),Homo sapiens,
ENSG00000152332,U2AF homology motif kinase 1(UHMK1),Homo sapiens,
ENSG00000174607,UDP glycosyltransferase 8(UGT8),Homo sapiens,
ENSG00000170340,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2(B3GNT2)",Homo sapiens,
ENSG00000109814,UDP-glucose 6-dehydrogenase(UGDH),Homo sapiens,
ENSG00000148154,UDP-glucose ceramide glucosyltransferase(UGCG),Homo sapiens,
ENSG00000125351,UPF3B regulator of nonsense mediated mRNA decay(UPF3B),Homo sapiens,
ENSG00000006611,USH1 protein network component harmonin(USH1C),Homo sapiens,
ENSG00000182040,USH1 protein network component sans(USH1G),Homo sapiens,
ENSG00000132821,V-set and transmembrane domain containing 2 like(VSTM2L),Homo sapiens,
ENSG00000101558,VAMP associated protein A(VAPA),Homo sapiens,
ENSG00000143952,VPS54 subunit of GARP complex(VPS54),Homo sapiens,
ENSG00000164961,WASH complex subunit 5(WASHC5),Homo sapiens,
ENSG00000112290,WASP family member 1(WASF1),Homo sapiens,
ENSG00000106299,WASP like actin nucleation promoting factor(WASL),Homo sapiens,
ENSG00000143951,WD repeat containing planar cell polarity effector(WDPCP),Homo sapiens,
ENSG00000134987,WD repeat domain 36(WDR36),Homo sapiens,
ENSG00000085433,WD repeat domain 47(WDR47),Homo sapiens,
ENSG00000196363,WD repeat domain 5(WDR5),Homo sapiens,
ENSG00000166483,WEE1 G2 checkpoint kinase(WEE1),Homo sapiens,
ENSG00000060237,WNK lysine deficient protein kinase 1(WNK1),Homo sapiens,
ENSG00000108379,Wnt family member 3(WNT3),Homo sapiens,
ENSG00000154342,Wnt family member 3A(WNT3A),Homo sapiens,
ENSG00000114251,Wnt family member 5A(WNT5A),Homo sapiens,
ENSG00000154764,Wnt family member 7A(WNT7A),Homo sapiens,
ENSG00000188064,Wnt family member 7B(WNT7B),Homo sapiens,
ENSG00000100219,X-box binding protein 1(XBP1),Homo sapiens,
ENSG00000047597,"X-linked Kx blood group antigen, Kell and VPS13A binding protein(XK)",Homo sapiens,
ENSG00000149658,YTH N6-methyladenosine RNA binding protein F1(YTHDF1),Homo sapiens,
ENSG00000109917,ZPR1 zinc finger(ZPR1),Homo sapiens,
ENSG00000136754,abl interactor 1(ABI1),Homo sapiens,
ENSG00000138443,abl interactor 2(ABI2),Homo sapiens,
ENSG00000139352,achaete-scute family bHLH transcription factor 1(ASCL1),Homo sapiens,
ENSG00000142513,acid phosphatase 4(ACP4),Homo sapiens,
ENSG00000169067,actin beta like 2(ACTBL2),Homo sapiens,
ENSG00000075624,actin beta(ACTB),Homo sapiens,
ENSG00000119328,actin binding transcription modulator(ABITRAM),Homo sapiens,
ENSG00000184009,actin gamma 1(ACTG1),Homo sapiens,
ENSG00000077080,actin like 6B(ACTL6B),Homo sapiens,
ENSG00000181786,actin like 9(ACTL9),Homo sapiens,
ENSG00000138071,actin related protein 2(ACTR2),Homo sapiens,
ENSG00000170017,activated leukocyte cell adhesion molecule(ALCAM),Homo sapiens,
ENSG00000123268,activating transcription factor 1(ATF1),Homo sapiens,
ENSG00000169136,activating transcription factor 5(ATF5),Homo sapiens,
ENSG00000158321,activator of transcription and developmental regulator AUTS2(AUTS2),Homo sapiens,
ENSG00000101126,activity dependent neuroprotector homeobox(ADNP),Homo sapiens,
ENSG00000198576,activity regulated cytoskeleton associated protein(ARC),Homo sapiens,
ENSG00000196961,adaptor related protein complex 2 subunit alpha 1(AP2A1),Homo sapiens,
ENSG00000128271,adenosine A2a receptor(ADORA2A),Homo sapiens,
ENSG00000197381,adenosine deaminase RNA specific B1(ADARB1),Homo sapiens,
