ID,Gene Name,Species,
ENSG00000182389,calcium voltage-gated channel auxiliary subunit beta 4(CACNB4),Homo sapiens,
ENSG00000108878,calcium voltage-gated channel auxiliary subunit gamma 1(CACNG1),Homo sapiens,
ENSG00000166862,calcium voltage-gated channel auxiliary subunit gamma 2(CACNG2),Homo sapiens,
ENSG00000006116,calcium voltage-gated channel auxiliary subunit gamma 3(CACNG3),Homo sapiens,
ENSG00000075461,calcium voltage-gated channel auxiliary subunit gamma 4(CACNG4),Homo sapiens,
ENSG00000075429,calcium voltage-gated channel auxiliary subunit gamma 5(CACNG5),Homo sapiens,
ENSG00000130433,calcium voltage-gated channel auxiliary subunit gamma 6(CACNG6),Homo sapiens,
ENSG00000105605,calcium voltage-gated channel auxiliary subunit gamma 7(CACNG7),Homo sapiens,
ENSG00000142408,calcium voltage-gated channel auxiliary subunit gamma 8(CACNG8),Homo sapiens,
ENSG00000141837,calcium voltage-gated channel subunit alpha1 A(CACNA1A),Homo sapiens,
ENSG00000148408,calcium voltage-gated channel subunit alpha1 B(CACNA1B),Homo sapiens,
ENSG00000151067,calcium voltage-gated channel subunit alpha1 C(CACNA1C),Homo sapiens,
ENSG00000157388,calcium voltage-gated channel subunit alpha1 D(CACNA1D),Homo sapiens,
ENSG00000198216,calcium voltage-gated channel subunit alpha1 E(CACNA1E),Homo sapiens,
ENSG00000102001,calcium voltage-gated channel subunit alpha1 F(CACNA1F),Homo sapiens,
ENSG00000006283,calcium voltage-gated channel subunit alpha1 G(CACNA1G),Homo sapiens,
ENSG00000196557,calcium voltage-gated channel subunit alpha1 H(CACNA1H),Homo sapiens,
ENSG00000100346,calcium voltage-gated channel subunit alpha1 I(CACNA1I),Homo sapiens,
ENSG00000081248,calcium voltage-gated channel subunit alpha1 S(CACNA1S),Homo sapiens,
ENSG00000070808,calcium/calmodulin dependent protein kinase II alpha(CAMK2A),Homo sapiens,
ENSG00000058404,calcium/calmodulin dependent protein kinase II beta(CAMK2B),Homo sapiens,
ENSG00000145349,calcium/calmodulin dependent protein kinase II delta(CAMK2D),Homo sapiens,
ENSG00000148660,calcium/calmodulin dependent protein kinase II gamma(CAMK2G),Homo sapiens,
ENSG00000147044,calcium/calmodulin dependent serine protein kinase(CASK),Homo sapiens,
ENSG00000198668,calmodulin 1(CALM1),Homo sapiens,
ENSG00000143933,calmodulin 2(CALM2),Homo sapiens,
ENSG00000160014,calmodulin 3(CALM3),Homo sapiens,
ENSG00000014216,calpain 1(CAPN1),Homo sapiens,
ENSG00000092529,calpain 3(CAPN3),Homo sapiens,
ENSG00000143318,calsequestrin 1(CASQ1),Homo sapiens,
ENSG00000118729,calsequestrin 2(CASQ2),Homo sapiens,
ENSG00000118432,cannabinoid receptor 1(CNR1),Homo sapiens,
ENSG00000104267,carbonic anhydrase 2(CA2),Homo sapiens,
ENSG00000168748,carbonic anhydrase 7(CA7),Homo sapiens,
ENSG00000168036,catenin beta 1(CTNNB1),Homo sapiens,
ENSG00000163131,cathepsin S(CTSS),Homo sapiens,
ENSG00000175294,cation channel sperm associated 1(CATSPER1),Homo sapiens,
ENSG00000166762,cation channel sperm associated 2(CATSPER2),Homo sapiens,
ENSG00000152705,cation channel sperm associated 3(CATSPER3),Homo sapiens,
ENSG00000188782,cation channel sperm associated 4(CATSPER4),Homo sapiens,
ENSG00000105974,caveolin 1(CAV1),Homo sapiens,
ENSG00000182533,caveolin 3(CAV3),Homo sapiens,
ENSG00000103888,cell migration inducing hyaluronidase 1(CEMIP),Homo sapiens,
ENSG00000113851,cereblon(CRBN),Homo sapiens,
ENSG00000155962,chloride intracellular channel 2(CLIC2),Homo sapiens,
ENSG00000169583,chloride intracellular channel 3(CLIC3),Homo sapiens,
ENSG00000169504,chloride intracellular channel 4(CLIC4),Homo sapiens,
ENSG00000112782,chloride intracellular channel 5(CLIC5),Homo sapiens,
ENSG00000159212,chloride intracellular channel 6(CLIC6),Homo sapiens,
ENSG00000188037,chloride voltage-gated channel 1(CLCN1),Homo sapiens,
ENSG00000114859,chloride voltage-gated channel 2(CLCN2),Homo sapiens,
ENSG00000186510,chloride voltage-gated channel Ka(CLCNKA),Homo sapiens,
ENSG00000184908,chloride voltage-gated channel Kb(CLCNKB),Homo sapiens,
ENSG00000087237,cholesteryl ester transfer protein(CETP),Homo sapiens,
ENSG00000168539,cholinergic receptor muscarinic 1(CHRM1),Homo sapiens,
ENSG00000133019,cholinergic receptor muscarinic 3(CHRM3),Homo sapiens,
ENSG00000080644,cholinergic receptor nicotinic alpha 3 subunit(CHRNA3),Homo sapiens,
ENSG00000101204,cholinergic receptor nicotinic alpha 4 subunit(CHRNA4),Homo sapiens,
ENSG00000147434,cholinergic receptor nicotinic alpha 6 subunit(CHRNA6),Homo sapiens,
ENSG00000175344,cholinergic receptor nicotinic alpha 7 subunit(CHRNA7),Homo sapiens,
ENSG00000160716,cholinergic receptor nicotinic beta 2 subunit(CHRNB2),Homo sapiens,
ENSG00000171316,chromodomain helicase DNA binding protein 7(CHD7),Homo sapiens,
ENSG00000164096,chromosome 4 open reading frame 3(C4orf3),Homo sapiens,
ENSG00000134873,claudin 10(CLDN10),Homo sapiens,
ENSG00000181104,coagulation factor II thrombin receptor(F2R),Homo sapiens,
ENSG00000180210,"coagulation factor II, thrombin(F2)",Homo sapiens,
ENSG00000147003,"collectrin, amino acid transport regulator(CLTRN)",Homo sapiens,
ENSG00000018236,contactin 1(CNTN1),Homo sapiens,
ENSG00000173163,copper metabolism domain containing 1(COMMD1),Homo sapiens,
ENSG00000174871,cornichon family AMPA receptor auxiliary protein 2(CNIH2),Homo sapiens,
ENSG00000143786,cornichon family AMPA receptor auxiliary protein 3(CNIH3),Homo sapiens,
ENSG00000102879,coronin 1A(CORO1A),Homo sapiens,
ENSG00000145708,corticotropin releasing hormone binding protein(CRHBP),Homo sapiens,
ENSG00000120088,corticotropin releasing hormone receptor 1(CRHR1),Homo sapiens,
ENSG00000147571,corticotropin releasing hormone(CRH),Homo sapiens,
ENSG00000121671,cryptochrome circadian regulator 2(CRY2),Homo sapiens,
ENSG00000164885,cyclin dependent kinase 5(CDK5),Homo sapiens,
ENSG00000110172,cysteine and histidine rich domain containing 1(CHORDC1),Homo sapiens,
ENSG00000187048,cytochrome P450 family 4 subfamily A member 11(CYP4A11),Homo sapiens,
ENSG00000162365,cytochrome P450 family 4 subfamily A member 22(CYP4A22),Homo sapiens,
ENSG00000186115,cytochrome P450 family 4 subfamily F member 2(CYP4F2),Homo sapiens,
ENSG00000186529,cytochrome P450 family 4 subfamily F member 3(CYP4F3),Homo sapiens,
ENSG00000051523,cytochrome b-245 alpha chain(CYBA),Homo sapiens,
ENSG00000165168,cytochrome b-245 beta chain(CYBB),Homo sapiens,
ENSG00000256053,cytochrome c oxidase assembly factor 8(COA8),Homo sapiens,
ENSG00000138495,cytochrome c oxidase copper chaperone COX17(COX17),Homo sapiens,
ENSG00000196730,death associated protein kinase 1(DAPK1),Homo sapiens,
ENSG00000184544,dehydrogenase/reductase 7C(DHRS7C),Homo sapiens,
ENSG00000131504,diaphanous related formin 1(DIAPH1),Homo sapiens,
ENSG00000155368,"diazepam binding inhibitor, acyl-CoA binding protein(DBI)",Homo sapiens,
ENSG00000175497,dipeptidyl peptidase like 10(DPP10),Homo sapiens,
ENSG00000130226,dipeptidyl peptidase like 6(DPP6),Homo sapiens,
ENSG00000075711,discs large MAGUK scaffold protein 1(DLG1),Homo sapiens,
ENSG00000132535,discs large MAGUK scaffold protein 4(DLG4),Homo sapiens,
ENSG00000184845,dopamine receptor D1(DRD1),Homo sapiens,
ENSG00000149295,dopamine receptor D2(DRD2),Homo sapiens,
ENSG00000151577,dopamine receptor D3(DRD3),Homo sapiens,
ENSG00000069696,dopamine receptor D4(DRD4),Homo sapiens,
ENSG00000079805,dynamin 2(DNM2),Homo sapiens,
ENSG00000047579,dystrobrevin binding protein 1(DTNBP1),Homo sapiens,
ENSG00000198947,dystrophin(DMD),Homo sapiens,
ENSG00000078401,endothelin 1(EDN1),Homo sapiens,
ENSG00000124205,endothelin 3(EDN3),Homo sapiens,
ENSG00000151617,endothelin receptor type A(EDNRA),Homo sapiens,
ENSG00000138798,epidermal growth factor(EGF),Homo sapiens,
ENSG00000101448,epididymal peptidase inhibitor(EPPIN),Homo sapiens,
ENSG00000159023,erythrocyte membrane protein band 4.1(EPB41),Homo sapiens,
ENSG00000178752,erythroferrone(ERFE),Homo sapiens,
ENSG00000130427,erythropoietin(EPO),Homo sapiens,
ENSG00000161958,fibroblast growth factor 11(FGF11),Homo sapiens,
ENSG00000114279,fibroblast growth factor 12(FGF12),Homo sapiens,
ENSG00000129682,fibroblast growth factor 13(FGF13),Homo sapiens,
ENSG00000102466,fibroblast growth factor 14(FGF14),Homo sapiens,
ENSG00000078579,fibroblast growth factor 20(FGF20),Homo sapiens,
ENSG00000118972,fibroblast growth factor 23(FGF23),Homo sapiens,
ENSG00000196924,filamin A(FLNA),Homo sapiens,
ENSG00000214253,"fission, mitochondrial 1(FIS1)",Homo sapiens,
ENSG00000022267,four and a half LIM domains 1(FHL1),Homo sapiens,
ENSG00000102081,fragile X messenger ribonucleoprotein 1(FMR1),Homo sapiens,
ENSG00000126266,free fatty acid receptor 1(FFAR1),Homo sapiens,
ENSG00000069482,galanin and GMAP prepropeptide(GAL),Homo sapiens,
ENSG00000182687,galanin receptor 2(GALR2),Homo sapiens,
ENSG00000131981,galectin 3(LGALS3),Homo sapiens,
ENSG00000102287,gamma-aminobutyric acid type A receptor subunit epsilon(GABRE),Homo sapiens,
ENSG00000152661,gap junction protein alpha 1(GJA1),Homo sapiens,
ENSG00000198835,gap junction protein gamma 2(GJC2),Homo sapiens,
ENSG00000134443,gastrin releasing peptide(GRP),Homo sapiens,
ENSG00000168621,glial cell derived neurotrophic factor(GDNF),Homo sapiens,
ENSG00000115263,glucagon(GCG),Homo sapiens,
ENSG00000106633,glucokinase(GCK),Homo sapiens,
ENSG00000160211,glucose-6-phosphate dehydrogenase(G6PD),Homo sapiens,
ENSG00000176884,glutamate ionotropic receptor NMDA type subunit 1(GRIN1),Homo sapiens,
ENSG00000183454,glutamate ionotropic receptor NMDA type subunit 2A(GRIN2A),Homo sapiens,
ENSG00000273079,glutamate ionotropic receptor NMDA type subunit 2B(GRIN2B),Homo sapiens,
ENSG00000161509,glutamate ionotropic receptor NMDA type subunit 2C(GRIN2C),Homo sapiens,
ENSG00000105464,glutamate ionotropic receptor NMDA type subunit 2D(GRIN2D),Homo sapiens,
ENSG00000116032,glutamate ionotropic receptor NMDA type subunit 3B(GRIN3B),Homo sapiens,
ENSG00000164082,glutamate metabotropic receptor 2(GRM2),Homo sapiens,
ENSG00000168959,glutamate metabotropic receptor 5(GRM5),Homo sapiens,
ENSG00000113262,glutamate metabotropic receptor 6(GRM6),Homo sapiens,
ENSG00000196277,glutamate metabotropic receptor 7(GRM7),Homo sapiens,
ENSG00000173221,glutaredoxin(GLRX),Homo sapiens,
ENSG00000213366,glutathione S-transferase mu 2(GSTM2),Homo sapiens,
ENSG00000148834,glutathione S-transferase omega 1(GSTO1),Homo sapiens,
ENSG00000152642,glycerol-3-phosphate dehydrogenase 1 like(GPD1L),Homo sapiens,
ENSG00000046653,glycoprotein M6B(GPM6B),Homo sapiens,
ENSG00000047932,golgi associated PDZ and coiled-coil motif containing(GOPC),Homo sapiens,
ENSG00000126803,heat shock protein family A (Hsp70) member 2(HSPA2),Homo sapiens,
ENSG00000105697,hepcidin antimicrobial peptide(HAMP),Homo sapiens,
