ID,Gene Name,Species,
ENSG00000221946,FXYD domain containing ion transport regulator 7(FXYD7),Homo sapiens,
ENSG00000255245,FXYD6-FXYD2 readthrough(FXYD6-FXYD2),Homo sapiens,
ENSG00000010810,"FYN proto-oncogene, Src family tyrosine kinase(FYN)",Homo sapiens,
ENSG00000117560,Fas ligand(FASLG),Homo sapiens,
ENSG00000160856,Fc receptor like 3(FCRL3),Homo sapiens,
ENSG00000169258,G protein regulated inducer of neurite outgrowth 1(GPRIN1),Homo sapiens,
ENSG00000114353,G protein subunit alpha i2(GNAI2),Homo sapiens,
ENSG00000172354,G protein subunit beta 2(GNB2),Homo sapiens,
ENSG00000069966,G protein subunit beta 5(GNB5),Homo sapiens,
ENSG00000164850,G protein-coupled estrogen receptor 1(GPER1),Homo sapiens,
ENSG00000178623,G protein-coupled receptor 35(GPR35),Homo sapiens,
ENSG00000175318,GRAM domain containing 2A(GRAMD2A),Homo sapiens,
ENSG00000164949,GTP binding protein overexpressed in skeletal muscle(GEM),Homo sapiens,
ENSG00000002746,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1(HECW1)",Homo sapiens,
ENSG00000138411,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2(HECW2)",Homo sapiens,
ENSG00000105639,Janus kinase 3(JAK3),Homo sapiens,
ENSG00000197993,Kell metallo-endopeptidase (Kell blood group)(KEL),Homo sapiens,
ENSG00000133424,LARGE xylosyl- and glucuronyltransferase 1(LARGE1),Homo sapiens,
ENSG00000182866,"LCK proto-oncogene, Src family tyrosine kinase(LCK)",Homo sapiens,
ENSG00000081479,LDL receptor related protein 2(LRP2),Homo sapiens,
ENSG00000254087,"LYN proto-oncogene, Src family tyrosine kinase(LYN)",Homo sapiens,
ENSG00000203896,Lck interacting transmembrane adaptor 1(LIME1),Homo sapiens,
ENSG00000268193,M0R1B8_HUMAN,Homo sapiens,
ENSG00000102316,MAGE family member D2(MAGED2),Homo sapiens,
ENSG00000073969,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase(NSF)",Homo sapiens,
ENSG00000139180,NADH:ubiquinone oxidoreductase subunit A9(NDUFA9),Homo sapiens,
ENSG00000204442,NALCN channel auxiliary factor 1(NALF1),Homo sapiens,
ENSG00000130054,NALCN channel auxiliary factor 2(NALF2),Homo sapiens,
ENSG00000069869,NEDD4 E3 ubiquitin protein ligase(NEDD4),Homo sapiens,
ENSG00000049759,NEDD4 like E3 ubiquitin protein ligase(NEDD4L),Homo sapiens,
ENSG00000109062,NHERF family PDZ scaffold protein 1(NHERF1),Homo sapiens,
ENSG00000163293,NIPA like domain containing 1(NIPAL1),Homo sapiens,
ENSG00000104361,NIPA like domain containing 2(NIPAL2),Homo sapiens,
ENSG00000001461,NIPA like domain containing 3(NIPAL3),Homo sapiens,
ENSG00000172548,NIPA like domain containing 4(NIPAL4),Homo sapiens,
ENSG00000170113,NIPA magnesium transporter 1(NIPA1),Homo sapiens,
ENSG00000140157,NIPA magnesium transporter 2(NIPA2),Homo sapiens,
ENSG00000183072,NK2 homeobox 5(NKX2-5),Homo sapiens,
ENSG00000131507,Nedd4 family interacting protein 1(NDFIP1),Homo sapiens,
ENSG00000102471,Nedd4 family interacting protein 2(NDFIP2),Homo sapiens,
ENSG00000160991,ORAI calcium release-activated calcium modulator 2(ORAI2),Homo sapiens,
ENSG00000175938,ORAI calcium release-activated calcium modulator 3(ORAI3),Homo sapiens,
ENSG00000140464,PML nuclear body scaffold(PML),Homo sapiens,
ENSG00000185236,"RAB11B, member RAS oncogene family(RAB11B)",Homo sapiens,
ENSG00000174236,RAB15 effector protein(REP15),Homo sapiens,
ENSG00000108961,RAN guanine nucleotide release factor(RANGRF),Homo sapiens,
ENSG00000185989,RAS p21 protein activator 3(RASA3),Homo sapiens,
ENSG00000088320,RRAD and GEM like GTPase 1(REM1),Homo sapiens,
ENSG00000139890,RRAD and GEM like GTPase 2(REM2),Homo sapiens,
ENSG00000166592,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator(RRAD)",Homo sapiens,
ENSG00000175220,Rho GTPase activating protein 1(ARHGAP1),Homo sapiens,
ENSG00000187231,SEC14 and spectrin domain containing 1(SESTD1),Homo sapiens,
ENSG00000058262,SEC61 translocon subunit alpha 1(SEC61A1),Homo sapiens,
ENSG00000141750,SH3 and cysteine rich domain 2(STAC2),Homo sapiens,
ENSG00000185482,SH3 and cysteine rich domain 3(STAC3),Homo sapiens,
ENSG00000144681,SH3 and cysteine rich domain(STAC),Homo sapiens,
ENSG00000104133,"SPG11 vesicle trafficking associated, spatacsin(SPG11)",Homo sapiens,
ENSG00000164647,STEAP family member 1(STEAP1),Homo sapiens,
ENSG00000157214,STEAP2 metalloreductase(STEAP2),Homo sapiens,
ENSG00000115107,STEAP3 metalloreductase(STEAP3),Homo sapiens,
ENSG00000127954,STEAP4 metalloreductase(STEAP4),Homo sapiens,
ENSG00000213533,STIM activating enhancer(STIMATE),Homo sapiens,
ENSG00000115970,THADA armadillo repeat containing(THADA),Homo sapiens,
ENSG00000165699,TSC complex subunit 1(TSC1),Homo sapiens,
ENSG00000154096,Thy-1 cell surface antigen(THY1),Homo sapiens,
ENSG00000273047,V9GYV3_HUMAN,Homo sapiens,
ENSG00000060237,WNK lysine deficient protein kinase 1(WNK1),Homo sapiens,
ENSG00000165238,WNK lysine deficient protein kinase 2(WNK2),Homo sapiens,
ENSG00000196632,WNK lysine deficient protein kinase 3(WNK3),Homo sapiens,
ENSG00000126562,WNK lysine deficient protein kinase 4(WNK4),Homo sapiens,
ENSG00000198373,WW domain containing E3 ubiquitin protein ligase 2(WWP2),Homo sapiens,
ENSG00000154342,Wnt family member 3A(WNT3A),Homo sapiens,
ENSG00000143184,X-C motif chemokine ligand 1(XCL1),Homo sapiens,
ENSG00000173578,X-C motif chemokine receptor 1(XCR1),Homo sapiens,
ENSG00000267001,Zinc transporter ZIP3 (K7EQS6_HUMAN),Homo sapiens,
ENSG00000110881,acid sensing ion channel subunit 1(ASIC1),Homo sapiens,
ENSG00000108684,acid sensing ion channel subunit 2(ASIC2),Homo sapiens,
ENSG00000213199,acid sensing ion channel subunit 3(ASIC3),Homo sapiens,
ENSG00000072182,acid sensing ion channel subunit family member 4(ASIC4),Homo sapiens,
ENSG00000256394,acid sensing ion channel subunit family member 5(ASIC5),Homo sapiens,
ENSG00000077522,actinin alpha 2(ACTN2),Homo sapiens,
ENSG00000130402,actinin alpha 4(ACTN4),Homo sapiens,
ENSG00000128272,activating transcription factor 4(ATF4),Homo sapiens,
ENSG00000163485,adenosine A1 receptor(ADORA1),Homo sapiens,
ENSG00000128271,adenosine A2a receptor(ADORA2A),Homo sapiens,
ENSG00000168710,adenosylhomocysteinase like 1(AHCYL1),Homo sapiens,
ENSG00000181754,adhesion molecule with Ig like domain 1(AMIGO1),Homo sapiens,
ENSG00000120907,adrenoceptor alpha 1A(ADRA1A),Homo sapiens,
ENSG00000150594,adrenoceptor alpha 2A(ADRA2A),Homo sapiens,
ENSG00000169252,adrenoceptor beta 2(ADRB2),Homo sapiens,
ENSG00000159640,angiotensin I converting enzyme(ACE),Homo sapiens,
ENSG00000135744,angiotensinogen(AGT),Homo sapiens,
ENSG00000145362,ankyrin 2(ANK2),Homo sapiens,
ENSG00000151150,ankyrin 3(ANK3),Homo sapiens,
ENSG00000182718,annexin A2(ANXA2),Homo sapiens,
ENSG00000197043,annexin A6(ANXA6),Homo sapiens,
ENSG00000143412,annexin A9(ANXA9),Homo sapiens,
ENSG00000177119,anoctamin 6(ANO6),Homo sapiens,
ENSG00000177556,antioxidant 1 copper chaperone(ATOX1),Homo sapiens,
ENSG00000134817,apelin receptor(APLNR),Homo sapiens,
ENSG00000240583,aquaporin 1 (Colton blood group)(AQP1),Homo sapiens,
ENSG00000141480,arrestin beta 2(ARRB2),Homo sapiens,
ENSG00000198363,aspartate beta-hydroxylase(ASPH),Homo sapiens,
ENSG00000057663,autophagy related 5(ATG5),Homo sapiens,
ENSG00000180535,basic helix-loop-helix family member a15(BHLHA15),Homo sapiens,
ENSG00000167995,bestrophin 1(BEST1),Homo sapiens,
ENSG00000166710,beta-2-microglobulin(B2M),Homo sapiens,
ENSG00000100739,bradykinin receptor B1(BDKRB1),Homo sapiens,
ENSG00000136717,bridging integrator 1(BIN1),Homo sapiens,
ENSG00000107175,cAMP responsive element binding protein 3(CREB3),Homo sapiens,
ENSG00000158966,cache domain containing 1(CACHD1),Homo sapiens,
ENSG00000107736,cadherin related 23(CDH23),Homo sapiens,
ENSG00000187446,calcineurin like EF-hand protein 1(CHP1),Homo sapiens,
ENSG00000166869,calcineurin like EF-hand protein 2(CHP2),Homo sapiens,
ENSG00000064989,calcitonin receptor like receptor(CALCRL),Homo sapiens,
ENSG00000004948,calcitonin receptor(CALCR),Homo sapiens,
ENSG00000110680,calcitonin related polypeptide alpha(CALCA),Homo sapiens,
ENSG00000157782,calcium binding protein 1(CABP1),Homo sapiens,
ENSG00000167791,calcium binding protein 2(CABP2),Homo sapiens,
ENSG00000135932,calcium binding protein 39(CAB39),Homo sapiens,
ENSG00000175544,calcium binding protein 4(CABP4),Homo sapiens,
ENSG00000105507,calcium binding protein 5(CABP5),Homo sapiens,
ENSG00000085872,calcium homeostasis endoplasmic reticulum protein(CHERP),Homo sapiens,
ENSG00000185933,calcium homeostasis modulator 1(CALHM1),Homo sapiens,
ENSG00000130038,calcium release activated channel regulator 2A(CRACR2A),Homo sapiens,
ENSG00000177685,calcium release activated channel regulator 2B(CRACR2B),Homo sapiens,
ENSG00000036828,calcium sensing receptor(CASR),Homo sapiens,
ENSG00000153956,calcium voltage-gated channel auxiliary subunit alpha2delta 1(CACNA2D1),Homo sapiens,
ENSG00000007402,calcium voltage-gated channel auxiliary subunit alpha2delta 2(CACNA2D2),Homo sapiens,
ENSG00000157445,calcium voltage-gated channel auxiliary subunit alpha2delta 3(CACNA2D3),Homo sapiens,
ENSG00000151062,calcium voltage-gated channel auxiliary subunit alpha2delta 4(CACNA2D4),Homo sapiens,
ENSG00000067191,calcium voltage-gated channel auxiliary subunit beta 1(CACNB1),Homo sapiens,
ENSG00000165995,calcium voltage-gated channel auxiliary subunit beta 2(CACNB2),Homo sapiens,
ENSG00000167535,calcium voltage-gated channel auxiliary subunit beta 3(CACNB3),Homo sapiens,
ENSG00000182389,calcium voltage-gated channel auxiliary subunit beta 4(CACNB4),Homo sapiens,
ENSG00000108878,calcium voltage-gated channel auxiliary subunit gamma 1(CACNG1),Homo sapiens,
ENSG00000166862,calcium voltage-gated channel auxiliary subunit gamma 2(CACNG2),Homo sapiens,
ENSG00000006116,calcium voltage-gated channel auxiliary subunit gamma 3(CACNG3),Homo sapiens,
ENSG00000075461,calcium voltage-gated channel auxiliary subunit gamma 4(CACNG4),Homo sapiens,
ENSG00000075429,calcium voltage-gated channel auxiliary subunit gamma 5(CACNG5),Homo sapiens,
ENSG00000130433,calcium voltage-gated channel auxiliary subunit gamma 6(CACNG6),Homo sapiens,
ENSG00000105605,calcium voltage-gated channel auxiliary subunit gamma 7(CACNG7),Homo sapiens,
ENSG00000142408,calcium voltage-gated channel auxiliary subunit gamma 8(CACNG8),Homo sapiens,
ENSG00000141837,calcium voltage-gated channel subunit alpha1 A(CACNA1A),Homo sapiens,
ENSG00000148408,calcium voltage-gated channel subunit alpha1 B(CACNA1B),Homo sapiens,
ENSG00000151067,calcium voltage-gated channel subunit alpha1 C(CACNA1C),Homo sapiens,
ENSG00000157388,calcium voltage-gated channel subunit alpha1 D(CACNA1D),Homo sapiens,
ENSG00000198216,calcium voltage-gated channel subunit alpha1 E(CACNA1E),Homo sapiens,
ENSG00000102001,calcium voltage-gated channel subunit alpha1 F(CACNA1F),Homo sapiens,
ENSG00000006283,calcium voltage-gated channel subunit alpha1 G(CACNA1G),Homo sapiens,
ENSG00000196557,calcium voltage-gated channel subunit alpha1 H(CACNA1H),Homo sapiens,
ENSG00000100346,calcium voltage-gated channel subunit alpha1 I(CACNA1I),Homo sapiens,
ENSG00000081248,calcium voltage-gated channel subunit alpha1 S(CACNA1S),Homo sapiens,
ENSG00000070808,calcium/calmodulin dependent protein kinase II alpha(CAMK2A),Homo sapiens,
ENSG00000058404,calcium/calmodulin dependent protein kinase II beta(CAMK2B),Homo sapiens,
ENSG00000145349,calcium/calmodulin dependent protein kinase II delta(CAMK2D),Homo sapiens,
ENSG00000148660,calcium/calmodulin dependent protein kinase II gamma(CAMK2G),Homo sapiens,
ENSG00000147044,calcium/calmodulin dependent serine protein kinase(CASK),Homo sapiens,
ENSG00000198668,calmodulin 1(CALM1),Homo sapiens,
ENSG00000143933,calmodulin 2(CALM2),Homo sapiens,
ENSG00000160014,calmodulin 3(CALM3),Homo sapiens,
ENSG00000092529,calpain 3(CAPN3),Homo sapiens,
ENSG00000143318,calsequestrin 1(CASQ1),Homo sapiens,
ENSG00000118729,calsequestrin 2(CASQ2),Homo sapiens,
ENSG00000135222,casein beta(CSN2),Homo sapiens,
ENSG00000168036,catenin beta 1(CTNNB1),Homo sapiens,
ENSG00000175294,cation channel sperm associated 1(CATSPER1),Homo sapiens,
ENSG00000166762,cation channel sperm associated 2(CATSPER2),Homo sapiens,
ENSG00000152705,cation channel sperm associated 3(CATSPER3),Homo sapiens,
ENSG00000188782,cation channel sperm associated 4(CATSPER4),Homo sapiens,
ENSG00000105974,caveolin 1(CAV1),Homo sapiens,
ENSG00000182533,caveolin 3(CAV3),Homo sapiens,
ENSG00000103888,cell migration inducing hyaluronidase 1(CEMIP),Homo sapiens,
ENSG00000118523,cellular communication network factor 2(CCN2),Homo sapiens,
ENSG00000113851,cereblon(CRBN),Homo sapiens,
ENSG00000047457,ceruloplasmin(CP),Homo sapiens,
ENSG00000198445,chaperonin containing TCP1 subunit 8 like 2(CCT8L2),Homo sapiens,
ENSG00000016490,chloride channel accessory 1(CLCA1),Homo sapiens,
ENSG00000155962,chloride intracellular channel 2(CLIC2),Homo sapiens,
ENSG00000184908,chloride voltage-gated channel Kb(CLCNKB),Homo sapiens,
ENSG00000129749,cholinergic receptor nicotinic alpha 10 subunit(CHRNA10),Homo sapiens,
ENSG00000101204,cholinergic receptor nicotinic alpha 4 subunit(CHRNA4),Homo sapiens,
ENSG00000175344,cholinergic receptor nicotinic alpha 7 subunit(CHRNA7),Homo sapiens,
ENSG00000174343,cholinergic receptor nicotinic alpha 9 subunit(CHRNA9),Homo sapiens,
ENSG00000160716,cholinergic receptor nicotinic beta 2 subunit(CHRNB2),Homo sapiens,
ENSG00000171316,chromodomain helicase DNA binding protein 7(CHD7),Homo sapiens,
ENSG00000164096,chromosome 4 open reading frame 3(C4orf3),Homo sapiens,
ENSG00000141367,clathrin heavy chain(CLTC),Homo sapiens,
ENSG00000113946,claudin 16(CLDN16),Homo sapiens,
ENSG00000181104,coagulation factor II thrombin receptor(F2R),Homo sapiens,
ENSG00000180210,"coagulation factor II, thrombin(F2)",Homo sapiens,
ENSG00000134812,cobalamin binding intrinsic factor(CBLIF),Homo sapiens,
ENSG00000164051,coiled-coil domain containing 51(CCDC51),Homo sapiens,
ENSG00000018236,contactin 1(CNTN1),Homo sapiens,
ENSG00000173992,copper chaperone for superoxide dismutase(CCS),Homo sapiens,
ENSG00000173163,copper metabolism domain containing 1(COMMD1),Homo sapiens,
ENSG00000102879,coronin 1A(CORO1A),Homo sapiens,
ENSG00000120088,corticotropin releasing hormone receptor 1(CRHR1),Homo sapiens,
ENSG00000166266,cullin 5(CUL5),Homo sapiens,
ENSG00000119929,cutC copper transporter(CUTC),Homo sapiens,
ENSG00000148842,cyclin and CBS domain divalent metal cation transport mediator 2(CNNM2),Homo sapiens,
ENSG00000158158,cyclin and CBS domain divalent metal cation transport mediator 4(CNNM4),Homo sapiens,
ENSG00000123374,cyclin dependent kinase 2(CDK2),Homo sapiens,
ENSG00000164885,cyclin dependent kinase 5(CDK5),Homo sapiens,
ENSG00000111276,cyclin dependent kinase inhibitor 1B(CDKN1B),Homo sapiens,
ENSG00000110172,cysteine and histidine rich domain containing 1(CHORDC1),Homo sapiens,
ENSG00000173198,cysteinyl leukotriene receptor 1(CYSLTR1),Homo sapiens,
ENSG00000111012,cytochrome P450 family 27 subfamily B member 1(CYP27B1),Homo sapiens,
ENSG00000051523,cytochrome b-245 alpha chain(CYBA),Homo sapiens,
ENSG00000138495,cytochrome c oxidase copper chaperone COX17(COX17),Homo sapiens,
ENSG00000184544,dehydrogenase/reductase 7C(DHRS7C),Homo sapiens,
ENSG00000131504,diaphanous related formin 1(DIAPH1),Homo sapiens,
ENSG00000175497,dipeptidyl peptidase like 10(DPP10),Homo sapiens,
ENSG00000130226,dipeptidyl peptidase like 6(DPP6),Homo sapiens,
ENSG00000075711,discs large MAGUK scaffold protein 1(DLG1),Homo sapiens,
ENSG00000184845,dopamine receptor D1(DRD1),Homo sapiens,
ENSG00000149295,dopamine receptor D2(DRD2),Homo sapiens,
ENSG00000151577,dopamine receptor D3(DRD3),Homo sapiens,
ENSG00000069696,dopamine receptor D4(DRD4),Homo sapiens,
ENSG00000087470,dynamin 1 like(DNM1L),Homo sapiens,
ENSG00000079805,dynamin 2(DNM2),Homo sapiens,
ENSG00000198947,dystrophin(DMD),Homo sapiens,
ENSG00000197930,endoplasmic reticulum oxidoreductase 1 alpha(ERO1A),Homo sapiens,
ENSG00000078401,endothelin 1(EDN1),Homo sapiens,
ENSG00000124205,endothelin 3(EDN3),Homo sapiens,
ENSG00000151617,endothelin receptor type A(EDNRA),Homo sapiens,
ENSG00000136160,endothelin receptor type B(EDNRB),Homo sapiens,
ENSG00000138798,epidermal growth factor(EGF),Homo sapiens,
ENSG00000101448,epididymal peptidase inhibitor(EPPIN),Homo sapiens,
ENSG00000159023,erythrocyte membrane protein band 4.1(EPB41),Homo sapiens,
ENSG00000130427,erythropoietin(EPO),Homo sapiens,
ENSG00000167996,ferritin heavy chain 1(FTH1),Homo sapiens,
ENSG00000132446,ferritin heavy chain like 17(FTHL17),Homo sapiens,
ENSG00000087086,ferritin light chain(FTL),Homo sapiens,
ENSG00000181867,ferritin mitochondrial(FTMT),Homo sapiens,
ENSG00000161958,fibroblast growth factor 11(FGF11),Homo sapiens,
ENSG00000114279,fibroblast growth factor 12(FGF12),Homo sapiens,
ENSG00000129682,fibroblast growth factor 13(FGF13),Homo sapiens,
ENSG00000102466,fibroblast growth factor 14(FGF14),Homo sapiens,
ENSG00000138685,fibroblast growth factor 2(FGF2),Homo sapiens,
ENSG00000196924,filamin A(FLNA),Homo sapiens,
ENSG00000022267,four and a half LIM domains 1(FHL1),Homo sapiens,
ENSG00000102081,fragile X messenger ribonucleoprotein 1(FMR1),Homo sapiens,
ENSG00000165060,frataxin(FXN),Homo sapiens,
ENSG00000126266,free fatty acid receptor 1(FFAR1),Homo sapiens,
ENSG00000069482,galanin and GMAP prepropeptide(GAL),Homo sapiens,
ENSG00000182687,galanin receptor 2(GALR2),Homo sapiens,
ENSG00000131981,galectin 3(LGALS3),Homo sapiens,
ENSG00000187513,gap junction protein alpha 4(GJA4),Homo sapiens,
ENSG00000198835,gap junction protein gamma 2(GJC2),Homo sapiens,
ENSG00000134443,gastrin releasing peptide(GRP),Homo sapiens,
ENSG00000115263,glucagon(GCG),Homo sapiens,
ENSG00000106633,glucokinase(GCK),Homo sapiens,
ENSG00000160211,glucose-6-phosphate dehydrogenase(G6PD),Homo sapiens,
ENSG00000176884,glutamate ionotropic receptor NMDA type subunit 1(GRIN1),Homo sapiens,
ENSG00000183454,glutamate ionotropic receptor NMDA type subunit 2A(GRIN2A),Homo sapiens,
ENSG00000273079,glutamate ionotropic receptor NMDA type subunit 2B(GRIN2B),Homo sapiens,
ENSG00000161509,glutamate ionotropic receptor NMDA type subunit 2C(GRIN2C),Homo sapiens,
ENSG00000105464,glutamate ionotropic receptor NMDA type subunit 2D(GRIN2D),Homo sapiens,
ENSG00000198785,glutamate ionotropic receptor NMDA type subunit 3A(GRIN3A),Homo sapiens,
ENSG00000116032,glutamate ionotropic receptor NMDA type subunit 3B(GRIN3B),Homo sapiens,
ENSG00000113262,glutamate metabotropic receptor 6(GRM6),Homo sapiens,
ENSG00000173221,glutaredoxin(GLRX),Homo sapiens,
ENSG00000213366,glutathione S-transferase mu 2(GSTM2),Homo sapiens,
