ID,Gene Name,Species,
ENSG00000010671,Bruton tyrosine kinase(BTK),Homo sapiens,
ENSG00000181374,C-C motif chemokine ligand 13(CCL13),Homo sapiens,
ENSG00000102970,C-C motif chemokine ligand 17(CCL17),Homo sapiens,
ENSG00000108691,C-C motif chemokine ligand 2(CCL2),Homo sapiens,
ENSG00000115009,C-C motif chemokine ligand 20(CCL20),Homo sapiens,
ENSG00000137077,C-C motif chemokine ligand 21(CCL21),Homo sapiens,
ENSG00000102962,C-C motif chemokine ligand 22(CCL22),Homo sapiens,
ENSG00000106178,C-C motif chemokine ligand 24(CCL24),Homo sapiens,
ENSG00000006606,C-C motif chemokine ligand 26(CCL26),Homo sapiens,
ENSG00000213927,C-C motif chemokine ligand 27(CCL27),Homo sapiens,
ENSG00000108688,C-C motif chemokine ligand 7(CCL7),Homo sapiens,
ENSG00000108700,C-C motif chemokine ligand 8(CCL8),Homo sapiens,
ENSG00000163823,C-C motif chemokine receptor 1(CCR1),Homo sapiens,
ENSG00000121807,C-C motif chemokine receptor 2(CCR2),Homo sapiens,
ENSG00000160791,C-C motif chemokine receptor 5(CCR5),Homo sapiens,
ENSG00000169245,C-X-C motif chemokine ligand 10(CXCL10),Homo sapiens,
ENSG00000169248,C-X-C motif chemokine ligand 11(CXCL11),Homo sapiens,
ENSG00000156234,C-X-C motif chemokine ligand 13(CXCL13),Homo sapiens,
ENSG00000145824,C-X-C motif chemokine ligand 14(CXCL14),Homo sapiens,
ENSG00000163735,C-X-C motif chemokine ligand 5(CXCL5),Homo sapiens,
ENSG00000124875,C-X-C motif chemokine ligand 6(CXCL6),Homo sapiens,
ENSG00000138755,C-X-C motif chemokine ligand 9(CXCL9),Homo sapiens,
ENSG00000006210,C-X3-C motif chemokine ligand 1(CX3CL1),Homo sapiens,
ENSG00000168329,C-X3-C motif chemokine receptor 1(CX3CR1),Homo sapiens,
ENSG00000175029,C-terminal binding protein 2(CTBP2),Homo sapiens,
ENSG00000173918,C1q and TNF related 1(C1QTNF1),Homo sapiens,
ENSG00000184163,C1q and TNF related 12(C1QTNF12),Homo sapiens,
ENSG00000082196,C1q and TNF related 3(C1QTNF3),Homo sapiens,
ENSG00000172375,C2CD2 like(C2CD2L),Homo sapiens,
ENSG00000164326,CART prepropeptide(CARTPT),Homo sapiens,
ENSG00000105383,CD33 molecule(CD33),Homo sapiens,
ENSG00000174059,CD34 molecule(CD34),Homo sapiens,
ENSG00000004468,CD38 molecule(CD38),Homo sapiens,
ENSG00000125726,CD70 molecule(CD70),Homo sapiens,
ENSG00000001626,CF transmembrane conductance regulator(CFTR),Homo sapiens,
ENSG00000166664,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion(CHRFAM7A),Homo sapiens,
ENSG00000188603,"CLN3 lysosomal/endosomal transmembrane protein, battenin(CLN3)",Homo sapiens,
ENSG00000105662,CREB regulated transcription coactivator 1(CRTC1),Homo sapiens,
ENSG00000175826,CTD nuclear envelope phosphatase 1(CTDNEP1),Homo sapiens,
ENSG00000198730,"CTR9 homolog, Paf1/RNA polymerase II complex component(CTR9)",Homo sapiens,
ENSG00000101489,CUGBP Elav-like family member 4(CELF4),Homo sapiens,
ENSG00000168772,CXXC finger protein 4(CXXC4),Homo sapiens,
ENSG00000083799,CYLD lysine 63 deubiquitinase(CYLD),Homo sapiens,
ENSG00000125931,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1(CITED1),Homo sapiens,
ENSG00000153071,DAB adaptor protein 2(DAB2),Homo sapiens,
ENSG00000136848,DAB2 interacting protein(DAB2IP),Homo sapiens,
ENSG00000215301,DEAD-box helicase 3 X-linked(DDX3X),Homo sapiens,
ENSG00000035499,DEP domain containing 1B(DEPDC1B),Homo sapiens,
ENSG00000162946,DISC1 scaffold protein(DISC1),Homo sapiens,
ENSG00000150764,DIX domain containing 1(DIXDC1),Homo sapiens,
ENSG00000170579,DLG associated protein 1(DLGAP1),Homo sapiens,
ENSG00000198010,DLG associated protein 2(DLGAP2),Homo sapiens,
ENSG00000116544,DLG associated protein 3(DLGAP3),Homo sapiens,
ENSG00000080845,DLG associated protein 4(DLGAP4),Homo sapiens,
ENSG00000104936,DM1 protein kinase(DMPK),Homo sapiens,
ENSG00000175197,DNA damage inducible transcript 3(DDIT3),Homo sapiens,
ENSG00000101152,DnaJ heat shock protein family (Hsp40) member C5(DNAJC5),Homo sapiens,
ENSG00000032389,EARP complex and GARP complex interacting protein 1(EIPR1),Homo sapiens,
ENSG00000119147,ECRG4 augurin precursor(ECRG4),Homo sapiens,
ENSG00000162374,ELAV like RNA binding protein 4(ELAVL4),Homo sapiens,
ENSG00000082805,ELKS/RAB6-interacting/CAST family member 1(ERC1),Homo sapiens,
ENSG00000187672,ELKS/RAB6-interacting/CAST family member 2(ERC2),Homo sapiens,
ENSG00000120533,ENY2 transcription and export complex 2 subunit(ENY2),Homo sapiens,
ENSG00000116106,EPH receptor A4(EPHA4),Homo sapiens,
ENSG00000145242,EPH receptor A5(EPHA5),Homo sapiens,
ENSG00000133216,EPH receptor B2(EPHB2),Homo sapiens,
ENSG00000112425,"EPM2A glucan phosphatase, laforin(EPM2A)",Homo sapiens,
ENSG00000105672,ETS variant transcription factor 2(ETV2),Homo sapiens,
ENSG00000072803,F-box and WD repeat domain containing 11(FBXW11),Homo sapiens,
ENSG00000107829,F-box and WD repeat domain containing 4(FBXW4),Homo sapiens,
ENSG00000108306,F-box and leucine rich repeat protein 20(FBXL20),Homo sapiens,
ENSG00000116661,F-box protein 2(FBXO2),Homo sapiens,
ENSG00000174013,F-box protein 45(FBXO45),Homo sapiens,
ENSG00000164251,F2R like trypsin receptor 1(F2RL1),Homo sapiens,
ENSG00000183844,FAM3 metabolism regulating signaling molecule B(FAM3B),Homo sapiens,
ENSG00000198643,FAM3 metabolism regulating signaling molecule D(FAM3D),Homo sapiens,
ENSG00000083857,FAT atypical cadherin 1(FAT1),Homo sapiens,
ENSG00000197948,FCH and double SH3 domains 1(FCHSD1),Homo sapiens,
ENSG00000137478,FCH and double SH3 domains 2(FCHSD2),Homo sapiens,
ENSG00000227942,FERM domain containing 8 pseudogene 1(FRMD8P1),Homo sapiens,
ENSG00000126391,FERM domain containing 8(FRMD8),Homo sapiens,
ENSG00000101311,FERM domain containing kindlin 1(FERMT1),Homo sapiens,
ENSG00000073712,FERM domain containing kindlin 2(FERMT2),Homo sapiens,
ENSG00000152767,"FERM, ARH/RhoGEF and pleckstrin domain protein 1(FARP1)",Homo sapiens,
ENSG00000119782,FKBP prolyl isomerase 1B(FKBP1B),Homo sapiens,
ENSG00000114416,FMR1 autosomal homolog 1(FXR1),Homo sapiens,
ENSG00000165879,FRAT regulator of WNT signaling pathway 1(FRAT1),Homo sapiens,
ENSG00000181274,FRAT regulator of WNT signaling pathway 2(FRAT2),Homo sapiens,
ENSG00000117560,Fas ligand(FASLG),Homo sapiens,
ENSG00000132704,Fc receptor like 2(FCRL2),Homo sapiens,
ENSG00000169258,G protein regulated inducer of neurite outgrowth 1(GPRIN1),Homo sapiens,
ENSG00000088256,G protein subunit alpha 11(GNA11),Homo sapiens,
ENSG00000114353,G protein subunit alpha i2(GNAI2),Homo sapiens,
ENSG00000156052,G protein subunit alpha q(GNAQ),Homo sapiens,
ENSG00000128266,G protein subunit alpha z(GNAZ),Homo sapiens,
ENSG00000164850,G protein-coupled estrogen receptor 1(GPER1),Homo sapiens,
ENSG00000147262,G protein-coupled receptor 119(GPR119),Homo sapiens,
ENSG00000151025,G protein-coupled receptor 158(GPR158),Homo sapiens,
ENSG00000166073,G protein-coupled receptor 176(GPR176),Homo sapiens,
ENSG00000170837,G protein-coupled receptor 27(GPR27),Homo sapiens,
ENSG00000102195,G protein-coupled receptor 50(GPR50),Homo sapiens,
ENSG00000119714,G protein-coupled receptor 68(GPR68),Homo sapiens,
ENSG00000167191,G protein-coupled receptor class C group 5 member B(GPRC5B),Homo sapiens,
ENSG00000198873,G protein-coupled receptor kinase 5(GRK5),Homo sapiens,
ENSG00000198055,G protein-coupled receptor kinase 6(GRK6),Homo sapiens,
ENSG00000145907,G3BP stress granule assembly factor 1(G3BP1),Homo sapiens,
ENSG00000170296,GABA type A receptor-associated protein(GABARAP),Homo sapiens,
ENSG00000102145,GATA binding protein 1(GATA1),Homo sapiens,
ENSG00000107485,GATA binding protein 3(GATA3),Homo sapiens,
ENSG00000136574,GATA binding protein 4(GATA4),Homo sapiens,
ENSG00000101193,GID complex subunit 8 homolog(GID8),Homo sapiens,
ENSG00000123159,GIPC PDZ domain containing family member 1(GIPC1),Homo sapiens,
ENSG00000108262,GIT ArfGAP 1(GIT1),Homo sapiens,
ENSG00000111087,GLI family zinc finger 1(GLI1),Homo sapiens,
ENSG00000074047,GLI family zinc finger 2(GLI2),Homo sapiens,
ENSG00000106571,GLI family zinc finger 3(GLI3),Homo sapiens,
ENSG00000100351,GRB2 related adaptor protein 2(GRAP2),Homo sapiens,
ENSG00000189152,GRB2 related adaptor protein like(GRAPL),Homo sapiens,
ENSG00000154016,GRB2 related adaptor protein(GRAP),Homo sapiens,
ENSG00000100744,GSK3B interacting protein(GSKIP),Homo sapiens,
ENSG00000215045,Grid2 interacting protein(GRID2IP),Homo sapiens,
ENSG00000002746,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1(HECW1)",Homo sapiens,
ENSG00000163666,HESX homeobox 1(HESX1),Homo sapiens,
ENSG00000177374,HIC ZBTB transcriptional repressor 1(HIC1),Homo sapiens,
ENSG00000100281,HMG-box containing 4(HMGXB4),Homo sapiens,
ENSG00000105856,HMG-box transcription factor 1(HBP1),Homo sapiens,
ENSG00000135100,HNF1 homeobox A(HNF1A),Homo sapiens,
ENSG00000174775,"HRas proto-oncogene, GTPase(HRAS)",Homo sapiens,
ENSG00000124313,IQ motif and Sec7 domain ArfGEF 2(IQSEC2),Homo sapiens,
ENSG00000016082,ISL LIM homeobox 1(ISL1),Homo sapiens,
ENSG00000163501,Indian hedgehog signaling molecule(IHH),Homo sapiens,
ENSG00000261884,J3QL48_HUMAN,Homo sapiens,
ENSG00000096968,Janus kinase 2(JAK2),Homo sapiens,
ENSG00000234616,Jrk helix-turn-helix protein(JRK),Homo sapiens,
ENSG00000157404,"KIT proto-oncogene, receptor tyrosine kinase(KIT)",Homo sapiens,
ENSG00000155090,KLF transcription factor 10(KLF10),Homo sapiens,
ENSG00000136826,KLF transcription factor 4(KLF4),Homo sapiens,
ENSG00000118263,KLF transcription factor 7(KLF7),Homo sapiens,
ENSG00000107104,KN motif and ankyrin repeat domains 1(KANK1),Homo sapiens,
ENSG00000133703,"KRAS proto-oncogene, GTPase(KRAS)",Homo sapiens,
ENSG00000170498,KiSS-1 metastasis suppressor(KISS1),Homo sapiens,
ENSG00000133424,LARGE xylosyl- and glucuronyltransferase 1(LARGE1),Homo sapiens,
ENSG00000123384,LDL receptor related protein 1(LRP1),Homo sapiens,
ENSG00000134569,LDL receptor related protein 4(LRP4),Homo sapiens,
ENSG00000162337,LDL receptor related protein 5(LRP5),Homo sapiens,
ENSG00000070018,LDL receptor related protein 6(LRP6),Homo sapiens,
ENSG00000157193,LDL receptor related protein 8(LRP8),Homo sapiens,
ENSG00000166477,"LEO1 homolog, Paf1/RNA polymerase II complex component(LEO1)",Homo sapiens,
ENSG00000128342,LIF interleukin 6 family cytokine(LIF),Homo sapiens,
ENSG00000198728,LIM domain binding 1(LDB1),Homo sapiens,
ENSG00000144791,LIM domain containing 1(LIMD1),Homo sapiens,
ENSG00000089116,LIM homeobox 5(LHX5),Homo sapiens,
ENSG00000093167,LRR binding FLII interacting protein 2(LRRFIP2),Homo sapiens,
ENSG00000150551,LY6/PLAUR domain containing 1(LYPD1),Homo sapiens,
ENSG00000187123,LY6/PLAUR domain containing 6(LYPD6),Homo sapiens,
ENSG00000254087,"LYN proto-oncogene, Src family tyrosine kinase(LYN)",Homo sapiens,
ENSG00000182759,MAF bZIP transcription factor A(MAFA),Homo sapiens,
ENSG00000108852,MAGUK p55 scaffold protein 2(MPP2),Homo sapiens,
ENSG00000171444,MCC regulator of WNT signaling pathway(MCC),Homo sapiens,
ENSG00000153208,"MER proto-oncogene, tyrosine kinase(MERTK)",Homo sapiens,
ENSG00000011143,MKS transition zone complex subunit 1(MKS1),Homo sapiens,
ENSG00000171843,MLLT3 super elongation complex subunit(MLLT3),Homo sapiens,
ENSG00000136449,MYCBP associated protein(MYCBPAP),Homo sapiens,
ENSG00000112559,MyoD family inhibitor(MDFI),Homo sapiens,
ENSG00000008130,NAD kinase(NADK),Homo sapiens,
ENSG00000181019,NAD(P)H quinone dehydrogenase 1(NQO1),Homo sapiens,
ENSG00000164182,NADH:ubiquinone oxidoreductase complex assembly factor 2(NDUFAF2),Homo sapiens,
ENSG00000165795,NDRG family member 2(NDRG2),Homo sapiens,
ENSG00000109062,NHERF family PDZ scaffold protein 1(NHERF1),Homo sapiens,
ENSG00000183072,NK2 homeobox 5(NKX2-5),Homo sapiens,
ENSG00000167034,NK3 homeobox 1(NKX3-1),Homo sapiens,
ENSG00000163623,NK6 homeobox 1(NKX6-1),Homo sapiens,
ENSG00000140807,NKD inhibitor of WNT signaling pathway 1(NKD1),Homo sapiens,
ENSG00000145506,NKD inhibitor of WNT signaling pathway 2(NKD2),Homo sapiens,
ENSG00000165802,NMDA receptor synaptonuclear signaling and neuronal migration factor(NSMF),Homo sapiens,
ENSG00000198435,NOTCH regulated ankyrin repeat protein(NRARP),Homo sapiens,
ENSG00000105402,NSF attachment protein alpha(NAPA),Homo sapiens,
ENSG00000125814,NSF attachment protein beta(NAPB),Homo sapiens,
ENSG00000068308,OTU deubiquitinase 5(OTUD5),Homo sapiens,
ENSG00000154124,OTU deubiquitinase with linear linkage specificity(OTULIN),Homo sapiens,
ENSG00000006712,"PAF1 homolog, Paf1/RNA polymerase II complex component(PAF1)",Homo sapiens,
ENSG00000115687,PAS domain containing serine/threonine kinase(PASK),Homo sapiens,
ENSG00000163346,PBX homeobox interacting protein 1(PBXIP1),Homo sapiens,
ENSG00000131435,PDZ and LIM domain 4(PDLIM4),Homo sapiens,
ENSG00000120509,PDZ domain containing 11(PDZD11),Homo sapiens,
ENSG00000122733,PHD finger protein 24(PHF24),Homo sapiens,
ENSG00000127838,PNKD metallo-beta-lactamase domain containing(PNKD),Homo sapiens,
ENSG00000141956,PR/SET domain 15(PRDM15),Homo sapiens,
ENSG00000175325,PROP paired-like homeobox 1(PROP1),Homo sapiens,
ENSG00000158828,PTEN induced kinase 1(PINK1),Homo sapiens,
ENSG00000139220,PTPRF interacting protein alpha 2(PPFIA2),Homo sapiens,
ENSG00000177380,PTPRF interacting protein alpha 3(PPFIA3),Homo sapiens,
ENSG00000116288,Parkinsonism associated deglycase(PARK7),Homo sapiens,
ENSG00000198355,"Pim-3 proto-oncogene, serine/threonine kinase(PIM3)",Homo sapiens,
ENSG00000268643,Protein kinase domain-containing protein (M0QYV0_HUMAN),Homo sapiens,
ENSG00000169218,R-spondin 1(RSPO1),Homo sapiens,
ENSG00000147655,R-spondin 2(RSPO2),Homo sapiens,
ENSG00000146374,R-spondin 3(RSPO3),Homo sapiens,
ENSG00000101282,R-spondin 4(RSPO4),Homo sapiens,
ENSG00000156675,RAB11 family interacting protein 1(RAB11FIP1),Homo sapiens,
ENSG00000107560,RAB11 family interacting protein 2(RAB11FIP2),Homo sapiens,
ENSG00000090565,RAB11 family interacting protein 3(RAB11FIP3),Homo sapiens,
ENSG00000135631,RAB11 family interacting protein 5(RAB11FIP5),Homo sapiens,
ENSG00000185236,"RAB11B, member RAS oncogene family(RAB11B)",Homo sapiens,
ENSG00000138069,"RAB1A, member RAS oncogene family(RAB1A)",Homo sapiens,
ENSG00000167964,"RAB26, member RAS oncogene family(RAB26)",Homo sapiens,
ENSG00000115839,RAB3 GTPase activating protein catalytic subunit 1(RAB3GAP1),Homo sapiens,
ENSG00000105649,"RAB3A, member RAS oncogene family(RAB3A)",Homo sapiens,
ENSG00000169213,"RAB3B, member RAS oncogene family(RAB3B)",Homo sapiens,
ENSG00000255587,"RAB44, member RAS oncogene family(RAB44)",Homo sapiens,
ENSG00000144566,"RAB5A, member RAS oncogene family(RAB5A)",Homo sapiens,
ENSG00000167461,"RAB8A, member RAS oncogene family(RAB8A)",Homo sapiens,
ENSG00000166128,"RAB8B, member RAS oncogene family(RAB8B)",Homo sapiens,
ENSG00000116473,"RAP1A, member of RAS oncogene family(RAP1A)",Homo sapiens,
ENSG00000127314,"RAP1B, member of RAS oncogene family(RAP1B)",Homo sapiens,
ENSG00000100302,RASD family member 2(RASD2),Homo sapiens,
ENSG00000084093,RE1 silencing transcription factor(REST),Homo sapiens,
ENSG00000173039,"RELA proto-oncogene, NF-kB subunit(RELA)",Homo sapiens,
ENSG00000166405,RIC3 acetylcholine receptor chaperone(RIC3),Homo sapiens,
ENSG00000060709,RIMS binding protein 2(RIMBP2),Homo sapiens,
ENSG00000173933,RNA binding motif protein 4(RBM4),Homo sapiens,
ENSG00000144642,RNA binding motif single stranded interacting protein 3(RBMS3),Homo sapiens,
ENSG00000137815,"RTF1 homolog, Paf1/RNA polymerase II complex component(RTF1)",Homo sapiens,
ENSG00000136238,Rac family small GTPase 1(RAC1),Homo sapiens,
ENSG00000169750,Rac family small GTPase 3(RAC3),Homo sapiens,
ENSG00000132155,"Raf-1 proto-oncogene, serine/threonine kinase(RAF1)",Homo sapiens,
ENSG00000109756,Rap guanine nucleotide exchange factor 2(RAPGEF2),Homo sapiens,
ENSG00000091428,Rap guanine nucleotide exchange factor 4(RAPGEF4),Homo sapiens,
ENSG00000152214,Ras like without CAAX 2(RIT2),Homo sapiens,
ENSG00000058335,Ras protein specific guanine nucleotide releasing factor 1(RASGRF1),Homo sapiens,
ENSG00000113319,Ras protein specific guanine nucleotide releasing factor 2(RASGRF2),Homo sapiens,
ENSG00000142632,Rho guanine nucleotide exchange factor 19(ARHGEF19),Homo sapiens,
ENSG00000102606,Rho guanine nucleotide exchange factor 7(ARHGEF7),Homo sapiens,
ENSG00000175792,RuvB like AAA ATPase 1(RUVBL1),Homo sapiens,
ENSG00000183207,RuvB like AAA ATPase 2(RUVBL2),Homo sapiens,
ENSG00000143546,S100 calcium binding protein A8(S100A8),Homo sapiens,
ENSG00000163220,S100 calcium binding protein A9(S100A9),Homo sapiens,
ENSG00000160307,S100 calcium binding protein B(S100B),Homo sapiens,
ENSG00000136021,SCY1 like pseudokinase 2(SCYL2),Homo sapiens,
ENSG00000183918,SH2 domain containing 1A(SH2D1A),Homo sapiens,
ENSG00000185482,SH3 and cysteine rich domain 3(STAC3),Homo sapiens,
ENSG00000161681,SH3 and multiple ankyrin repeat domains 1(SHANK1),Homo sapiens,
ENSG00000162105,SH3 and multiple ankyrin repeat domains 2(SHANK2),Homo sapiens,
ENSG00000251322,SH3 and multiple ankyrin repeat domains 3(SHANK3),Homo sapiens,
ENSG00000147010,SH3 domain containing kinase binding protein 1(SH3KBP1),Homo sapiens,
ENSG00000149577,SID1 transmembrane family member 2(SIDT2),Homo sapiens,
ENSG00000157933,SKI proto-oncogene(SKI),Homo sapiens,
ENSG00000140395,SKI8 subunit of superkiller complex(SKIC8),Homo sapiens,
ENSG00000121871,SLIT and NTRK like family member 3(SLITRK3),Homo sapiens,
ENSG00000165300,SLIT and NTRK like family member 5(SLITRK5),Homo sapiens,
ENSG00000175387,SMAD family member 2(SMAD2),Homo sapiens,
ENSG00000166949,SMAD family member 3(SMAD3),Homo sapiens,
ENSG00000141646,SMAD family member 4(SMAD4),Homo sapiens,
ENSG00000198742,SMAD specific E3 ubiquitin protein ligase 1(SMURF1),Homo sapiens,
ENSG00000108854,SMAD specific E3 ubiquitin protein ligase 2(SMURF2),Homo sapiens,
ENSG00000143553,SNAP associated protein(SNAPIN),Homo sapiens,
ENSG00000104133,"SPG11 vesicle trafficking associated, spatacsin(SPG11)",Homo sapiens,
ENSG00000197122,"SRC proto-oncogene, non-receptor tyrosine kinase(SRC)",Homo sapiens,
ENSG00000100146,SRY-box transcription factor 10(SOX10),Homo sapiens,
ENSG00000176887,SRY-box transcription factor 11(SOX11),Homo sapiens,
ENSG00000143842,SRY-box transcription factor 13(SOX13),Homo sapiens,
ENSG00000164736,SRY-box transcription factor 17(SOX17),Homo sapiens,
ENSG00000181449,SRY-box transcription factor 2(SOX2),Homo sapiens,
ENSG00000039600,SRY-box transcription factor 30(SOX30),Homo sapiens,
ENSG00000124766,SRY-box transcription factor 4(SOX4),Homo sapiens,
ENSG00000171056,SRY-box transcription factor 7(SOX7),Homo sapiens,
ENSG00000125398,SRY-box transcription factor 9(SOX9),Homo sapiens,
ENSG00000163904,SUMO specific peptidase 2(SENP2),Homo sapiens,
ENSG00000127616,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4(SMARCA4)",Homo sapiens,
ENSG00000110719,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3(TCIRG1)",Homo sapiens,
ENSG00000112837,T-box transcription factor 18(TBX18),Homo sapiens,
ENSG00000135111,T-box transcription factor 3(TBX3),Homo sapiens,
ENSG00000089225,T-box transcription factor 5(TBX5),Homo sapiens,
ENSG00000120948,TAR DNA binding protein(TARDBP),Homo sapiens,
ENSG00000144747,TATA element modulatory factor 1(TMF1),Homo sapiens,
ENSG00000162065,TBC1 domain family member 24(TBC1D24),Homo sapiens,
ENSG00000177565,TBL1X/Y related 1(TBL1XR1),Homo sapiens,
ENSG00000250366,TCL1 upstream neural differentiation-associated RNA(TUNAR),Homo sapiens,
ENSG00000120156,TEK receptor tyrosine kinase(TEK),Homo sapiens,
ENSG00000156299,TIAM Rac1 associated GEF 1(TIAM1),Homo sapiens,
ENSG00000196781,"TLE family member 1, transcriptional corepressor(TLE1)",Homo sapiens,
ENSG00000065717,"TLE family member 2, transcriptional corepressor(TLE2)",Homo sapiens,
ENSG00000140332,"TLE family member 3, transcriptional corepressor(TLE3)",Homo sapiens,
ENSG00000106829,"TLE family member 4, transcriptional corepressor(TLE4)",Homo sapiens,
ENSG00000104964,"TLE family member 5, transcriptional modulator(TLE5)",Homo sapiens,
ENSG00000104953,"TLE family member 6, subcortical maternal complex member(TLE6)",Homo sapiens,
ENSG00000260734,TLE family member 7(TLE7),Homo sapiens,
ENSG00000184277,TM2 domain containing 3(TM2D3),Homo sapiens,
ENSG00000118503,TNF alpha induced protein 3(TNFAIP3),Homo sapiens,
ENSG00000123610,TNF alpha induced protein 6(TNFAIP6),Homo sapiens,
ENSG00000141655,TNF receptor superfamily member 11a(TNFRSF11A),Homo sapiens,
ENSG00000121858,TNF superfamily member 10(TNFSF10),Homo sapiens,
