ID,Gene Name,Species,
ENSG00000198570,RD3 regulator of GUCY2D(RD3),Homo sapiens,
ENSG00000084093,RE1 silencing transcription factor(REST),Homo sapiens,
ENSG00000177963,RIC8 guanine nucleotide exchange factor A(RIC8A),Homo sapiens,
ENSG00000078328,RNA binding fox-1 homolog 1(RBFOX1),Homo sapiens,
ENSG00000100320,RNA binding fox-1 homolog 2(RBFOX2),Homo sapiens,
ENSG00000104237,RP1 axonemal microtubule associated(RP1),Homo sapiens,
ENSG00000183638,RP1 like 1(RP1L1),Homo sapiens,
ENSG00000102218,RP2 activator of ARL3 GTPase(RP2),Homo sapiens,
ENSG00000164610,RP9 pre-mRNA splicing factor(RP9),Homo sapiens,
ENSG00000092200,RPGR interacting protein 1(RPGRIP1),Homo sapiens,
ENSG00000100949,Rab geranylgeranyltransferase subunit alpha(RABGGTA),Homo sapiens,
ENSG00000137955,Rab geranylgeranyltransferase subunit beta(RABGGTB),Homo sapiens,
ENSG00000169750,Rac family small GTPase 3(RAC3),Homo sapiens,
ENSG00000079337,Rap guanine nucleotide exchange factor 3(RAPGEF3),Homo sapiens,
ENSG00000058335,Ras protein specific guanine nucleotide releasing factor 1(RASGRF1),Homo sapiens,
ENSG00000160307,S100 calcium binding protein B(S100B),Homo sapiens,
ENSG00000168137,SET domain containing 5(SETD5),Homo sapiens,
ENSG00000161681,SH3 and multiple ankyrin repeat domains 1(SHANK1),Homo sapiens,
ENSG00000162105,SH3 and multiple ankyrin repeat domains 2(SHANK2),Homo sapiens,
ENSG00000251322,SH3 and multiple ankyrin repeat domains 3(SHANK3),Homo sapiens,
ENSG00000126778,SIX homeobox 1(SIX1),Homo sapiens,
ENSG00000138083,SIX homeobox 3(SIX3),Homo sapiens,
ENSG00000184302,SIX homeobox 6(SIX6),Homo sapiens,
ENSG00000184564,SLIT and NTRK like family member 6(SLITRK6),Homo sapiens,
ENSG00000104133,"SPG11 vesicle trafficking associated, spatacsin(SPG11)",Homo sapiens,
ENSG00000183018,"SPNS lysolipid transporter 2, sphingosine-1-phosphate(SPNS2)",Homo sapiens,
ENSG00000197122,"SRC proto-oncogene, non-receptor tyrosine kinase(SRC)",Homo sapiens,
ENSG00000100146,SRY-box transcription factor 10(SOX10),Homo sapiens,
ENSG00000168875,SRY-box transcription factor 14(SOX14),Homo sapiens,
ENSG00000110080,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4(ST3GAL4)",Homo sapiens,
ENSG00000164438,T cell leukemia homeobox 3(TLX3),Homo sapiens,
ENSG00000136535,T-box brain transcription factor 1(TBR1),Homo sapiens,
ENSG00000184058,T-box transcription factor 1(TBX1),Homo sapiens,
ENSG00000198673,TAFA chemokine like family member 2(TAFA2),Homo sapiens,
ENSG00000163377,TAFA chemokine like family member 4(TAFA4),Homo sapiens,
ENSG00000255833,TIFA inhibitor(TIFAB),Homo sapiens,
ENSG00000100234,TIMP metallopeptidase inhibitor 3(TIMP3),Homo sapiens,
ENSG00000028137,TNF receptor superfamily member 1B(TNFRSF1B),Homo sapiens,
ENSG00000146072,TNF receptor superfamily member 21(TNFRSF21),Homo sapiens,
ENSG00000100106,TRIO and F-actin binding protein(TRIOBP),Homo sapiens,
ENSG00000165699,TSC complex subunit 1(TSC1),Homo sapiens,
ENSG00000166402,TUB bipartite transcription factor(TUB),Homo sapiens,
ENSG00000112041,TUB like protein 1(TULP1),Homo sapiens,
ENSG00000104804,TUB like protein 2(TULP2),Homo sapiens,
ENSG00000173610,UDP glucuronosyltransferase family 2 member A1 complex locus(UGT2A1),Homo sapiens,
ENSG00000170340,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2(B3GNT2)",Homo sapiens,
ENSG00000006611,USH1 protein network component harmonin(USH1C),Homo sapiens,
ENSG00000182040,USH1 protein network component sans(USH1G),Homo sapiens,
ENSG00000132970,WASP family member 3(WASF3),Homo sapiens,
ENSG00000071127,WD repeat domain 1(WDR1),Homo sapiens,
ENSG00000157796,WD repeat domain 19(WDR19),Homo sapiens,
ENSG00000134987,WD repeat domain 36(WDR36),Homo sapiens,
ENSG00000169884,Wnt family member 10B(WNT10B),Homo sapiens,
ENSG00000149658,YTH N6-methyladenosine RNA binding protein F1(YTHDF1),Homo sapiens,
ENSG00000043355,Zic family member 2(ZIC2),Homo sapiens,
ENSG00000014257,acid phosphatase 3(ACP3),Homo sapiens,
ENSG00000110881,acid sensing ion channel subunit 1(ASIC1),Homo sapiens,
ENSG00000108684,acid sensing ion channel subunit 2(ASIC2),Homo sapiens,
ENSG00000213199,acid sensing ion channel subunit 3(ASIC3),Homo sapiens,
ENSG00000099204,actin binding LIM protein 1(ABLIM1),Homo sapiens,
ENSG00000138071,actin related protein 2(ACTR2),Homo sapiens,
ENSG00000118217,activating transcription factor 6(ATF6),Homo sapiens,
ENSG00000101126,activity dependent neuroprotector homeobox(ADNP),Homo sapiens,
ENSG00000198576,activity regulated cytoskeleton associated protein(ARC),Homo sapiens,
ENSG00000163485,adenosine A1 receptor(ADORA1),Homo sapiens,
ENSG00000128271,adenosine A2a receptor(ADORA2A),Homo sapiens,
ENSG00000197381,adenosine deaminase RNA specific B1(ADARB1),Homo sapiens,
ENSG00000164742,adenylate cyclase 1(ADCY1),Homo sapiens,
ENSG00000138031,adenylate cyclase 3(ADCY3),Homo sapiens,
ENSG00000173175,adenylate cyclase 5(ADCY5),Homo sapiens,
ENSG00000155897,adenylate cyclase 8(ADCY8),Homo sapiens,
ENSG00000135298,adhesion G protein-coupled receptor B3(ADGRB3),Homo sapiens,
ENSG00000153292,adhesion G protein-coupled receptor F1(ADGRF1),Homo sapiens,
ENSG00000164199,adhesion G protein-coupled receptor V1(ADGRV1),Homo sapiens,
ENSG00000120907,adrenoceptor alpha 1A(ADRA1A),Homo sapiens,
ENSG00000150594,adrenoceptor alpha 2A(ADRA2A),Homo sapiens,
ENSG00000094914,aladin WD repeat nucleoporin(AAAS),Homo sapiens,
ENSG00000090861,alanyl-tRNA synthetase 1(AARS1),Homo sapiens,
ENSG00000184254,aldehyde dehydrogenase 1 family member A3(ALDH1A3),Homo sapiens,
ENSG00000164904,aldehyde dehydrogenase 7 family member A1(ALDH7A1),Homo sapiens,
ENSG00000171298,alpha glucosidase(GAA),Homo sapiens,
ENSG00000160862,"alpha-2-glycoprotein 1, zinc-binding(AZGP1)",Homo sapiens,
ENSG00000131480,amine oxidase copper containing 2(AOC2),Homo sapiens,
ENSG00000142192,amyloid beta precursor protein(APP),Homo sapiens,
ENSG00000159640,angiotensin I converting enzyme(ACE),Homo sapiens,
ENSG00000180772,angiotensin II receptor type 2(AGTR2),Homo sapiens,
ENSG00000130234,angiotensin converting enzyme 2(ACE2),Homo sapiens,
ENSG00000135744,angiotensinogen(AGT),Homo sapiens,
ENSG00000151150,ankyrin 3(ANK3),Homo sapiens,
ENSG00000089847,ankyrin repeat domain 24(ANKRD24),Homo sapiens,
ENSG00000131620,anoctamin 1(ANO1),Homo sapiens,
ENSG00000130203,apolipoprotein E(APOE),Homo sapiens,
ENSG00000240583,aquaporin 1 (Colton blood group)(AQP1),Homo sapiens,
ENSG00000171885,aquaporin 4(AQP4),Homo sapiens,
ENSG00000179148,arachidonate lipoxygenase 3(ALOXE3),Homo sapiens,
ENSG00000166148,arginine vasopressin receptor 1A(AVPR1A),Homo sapiens,
ENSG00000101200,arginine vasopressin(AVP),Homo sapiens,
ENSG00000120500,arrestin 3(ARR3),Homo sapiens,
ENSG00000137486,arrestin beta 1(ARRB1),Homo sapiens,
ENSG00000141480,arrestin beta 2(ARRB2),Homo sapiens,
ENSG00000129221,aryl hydrocarbon receptor interacting protein like 1(AIPL1),Homo sapiens,
ENSG00000224470,ataxin 1 like(ATXN1L),Homo sapiens,
ENSG00000124788,ataxin 1(ATXN1),Homo sapiens,
ENSG00000163635,ataxin 7(ATXN7),Homo sapiens,
ENSG00000159461,autocrine motility factor receptor(AMFR),Homo sapiens,
ENSG00000103126,axin 1(AXIN1),Homo sapiens,
ENSG00000089685,baculoviral IAP repeat containing 5(BIRC5),Homo sapiens,
ENSG00000170819,beaded filament structural protein 2(BFSP2),Homo sapiens,
ENSG00000167995,bestrophin 1(BEST1),Homo sapiens,
ENSG00000039987,bestrophin 2(BEST2),Homo sapiens,
ENSG00000109956,"beta-1,3-glucuronyltransferase 1(B3GAT1)",Homo sapiens,
ENSG00000117411,"beta-1,4-galactosyltransferase 2(B4GALT2)",Homo sapiens,
ENSG00000128268,"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase(MGAT3)",Homo sapiens,
ENSG00000166710,beta-2-microglobulin(B2M),Homo sapiens,
ENSG00000186318,beta-secretase 1(BACE1),Homo sapiens,
ENSG00000186222,biogenesis of lysosomal organelles complex 1 subunit 4(BLOC1S4),Homo sapiens,
ENSG00000104164,biogenesis of lysosomal organelles complex 1 subunit 6(BLOC1S6),Homo sapiens,
ENSG00000242252,bone gamma-carboxyglutamate protein(BGLAP),Homo sapiens,
ENSG00000100739,bradykinin receptor B1(BDKRB1),Homo sapiens,
ENSG00000176697,brain derived neurotrophic factor(BDNF),Homo sapiens,
ENSG00000114200,butyrylcholinesterase(BCHE),Homo sapiens,
ENSG00000118260,cAMP responsive element binding protein 1(CREB1),Homo sapiens,
ENSG00000062038,cadherin 3(CDH3),Homo sapiens,
ENSG00000107736,cadherin related 23(CDH23),Homo sapiens,
ENSG00000104327,calbindin 1(CALB1),Homo sapiens,
ENSG00000110680,calcitonin related polypeptide alpha(CALCA),Homo sapiens,
ENSG00000157782,calcium binding protein 1(CABP1),Homo sapiens,
ENSG00000167791,calcium binding protein 2(CABP2),Homo sapiens,
ENSG00000175544,calcium binding protein 4(CABP4),Homo sapiens,
ENSG00000185933,calcium homeostasis modulator 1(CALHM1),Homo sapiens,
ENSG00000183128,calcium homeostasis modulator 3(CALHM3),Homo sapiens,
ENSG00000151062,calcium voltage-gated channel auxiliary subunit alpha2delta 4(CACNA2D4),Homo sapiens,
ENSG00000165995,calcium voltage-gated channel auxiliary subunit beta 2(CACNB2),Homo sapiens,
ENSG00000182389,calcium voltage-gated channel auxiliary subunit beta 4(CACNB4),Homo sapiens,
ENSG00000166862,calcium voltage-gated channel auxiliary subunit gamma 2(CACNG2),Homo sapiens,
ENSG00000006116,calcium voltage-gated channel auxiliary subunit gamma 3(CACNG3),Homo sapiens,
ENSG00000075461,calcium voltage-gated channel auxiliary subunit gamma 4(CACNG4),Homo sapiens,
ENSG00000075429,calcium voltage-gated channel auxiliary subunit gamma 5(CACNG5),Homo sapiens,
ENSG00000105605,calcium voltage-gated channel auxiliary subunit gamma 7(CACNG7),Homo sapiens,
ENSG00000142408,calcium voltage-gated channel auxiliary subunit gamma 8(CACNG8),Homo sapiens,
ENSG00000157388,calcium voltage-gated channel subunit alpha1 D(CACNA1D),Homo sapiens,
ENSG00000102001,calcium voltage-gated channel subunit alpha1 F(CACNA1F),Homo sapiens,
ENSG00000006283,calcium voltage-gated channel subunit alpha1 G(CACNA1G),Homo sapiens,
ENSG00000196557,calcium voltage-gated channel subunit alpha1 H(CACNA1H),Homo sapiens,
ENSG00000100346,calcium voltage-gated channel subunit alpha1 I(CACNA1I),Homo sapiens,
ENSG00000162545,calcium/calmodulin dependent protein kinase II inhibitor 1(CAMK2N1),Homo sapiens,
ENSG00000152495,calcium/calmodulin dependent protein kinase IV(CAMK4),Homo sapiens,
ENSG00000171735,calmodulin binding transcription activator 1(CAMTA1),Homo sapiens,
ENSG00000158258,calsyntenin 2(CLSTN2),Homo sapiens,
ENSG00000118432,cannabinoid receptor 1(CNR1),Homo sapiens,
ENSG00000188822,cannabinoid receptor 2(CNR2),Homo sapiens,
ENSG00000079432,capicua transcriptional repressor(CIC),Homo sapiens,
ENSG00000115526,carbohydrate sulfotransferase 10(CHST10),Homo sapiens,
ENSG00000131686,carbonic anhydrase 6(CA6),Homo sapiens,
ENSG00000159231,carbonyl reductase 3(CBR3),Homo sapiens,
ENSG00000164305,caspase 3(CASP3),Homo sapiens,
ENSG00000066032,catenin alpha 2(CTNNA2),Homo sapiens,
ENSG00000109861,cathepsin C(CTSC),Homo sapiens,
ENSG00000134121,cell adhesion molecule L1 like(CHL1),Homo sapiens,
ENSG00000079335,cell division cycle 14A(CDC14A),Homo sapiens,
ENSG00000103888,cell migration inducing hyaluronidase 1(CEMIP),Homo sapiens,
ENSG00000136999,cellular communication network factor 3(CCN3),Homo sapiens,
ENSG00000126001,centrosomal protein 250(CEP250),Homo sapiens,
ENSG00000083937,charged multivesicular body protein 2B(CHMP2B),Homo sapiens,
ENSG00000254505,charged multivesicular body protein 4A(CHMP4A),Homo sapiens,
ENSG00000101421,charged multivesicular body protein 4B(CHMP4B),Homo sapiens,
ENSG00000112782,chloride intracellular channel 5(CLIC5),Homo sapiens,
ENSG00000188037,chloride voltage-gated channel 1(CLCN1),Homo sapiens,
ENSG00000168539,cholinergic receptor muscarinic 1(CHRM1),Homo sapiens,
ENSG00000184984,cholinergic receptor muscarinic 5(CHRM5),Homo sapiens,
ENSG00000138435,cholinergic receptor nicotinic alpha 1 subunit(CHRNA1),Homo sapiens,
ENSG00000129749,cholinergic receptor nicotinic alpha 10 subunit(CHRNA10),Homo sapiens,
ENSG00000120903,cholinergic receptor nicotinic alpha 2 subunit(CHRNA2),Homo sapiens,
ENSG00000080644,cholinergic receptor nicotinic alpha 3 subunit(CHRNA3),Homo sapiens,
ENSG00000101204,cholinergic receptor nicotinic alpha 4 subunit(CHRNA4),Homo sapiens,
ENSG00000169684,cholinergic receptor nicotinic alpha 5 subunit(CHRNA5),Homo sapiens,
ENSG00000147434,cholinergic receptor nicotinic alpha 6 subunit(CHRNA6),Homo sapiens,
ENSG00000175344,cholinergic receptor nicotinic alpha 7 subunit(CHRNA7),Homo sapiens,
ENSG00000174343,cholinergic receptor nicotinic alpha 9 subunit(CHRNA9),Homo sapiens,
ENSG00000170175,cholinergic receptor nicotinic beta 1 subunit(CHRNB1),Homo sapiens,
ENSG00000160716,cholinergic receptor nicotinic beta 2 subunit(CHRNB2),Homo sapiens,
ENSG00000147432,cholinergic receptor nicotinic beta 3 subunit(CHRNB3),Homo sapiens,
ENSG00000117971,cholinergic receptor nicotinic beta 4 subunit(CHRNB4),Homo sapiens,
ENSG00000135902,cholinergic receptor nicotinic delta subunit(CHRND),Homo sapiens,
ENSG00000108556,cholinergic receptor nicotinic epsilon subunit(CHRNE),Homo sapiens,
ENSG00000196811,cholinergic receptor nicotinic gamma subunit(CHRNG),Homo sapiens,
ENSG00000171316,chromodomain helicase DNA binding protein 7(CHD7),Homo sapiens,
ENSG00000100888,chromodomain helicase DNA binding protein 8(CHD8),Homo sapiens,
ENSG00000111678,chromosome 12 open reading frame 57(C12orf57),Homo sapiens,
ENSG00000163075,cilia and flagella associated protein 221(CFAP221),Homo sapiens,
ENSG00000197748,cilia and flagella associated protein 43(CFAP43),Homo sapiens,
ENSG00000213085,cilia and flagella associated protein 45(CFAP45),Homo sapiens,
ENSG00000188596,cilia and flagella associated protein 54(CFAP54),Homo sapiens,
ENSG00000105792,cilia and flagella associated protein 69(CFAP69),Homo sapiens,
ENSG00000163646,clarin 1(CLRN1),Homo sapiens,
ENSG00000249581,clarin 2(CLRN2),Homo sapiens,
ENSG00000180745,clarin 3(CLRN3),Homo sapiens,
ENSG00000164007,claudin 19(CLDN19),Homo sapiens,
ENSG00000184113,claudin 5(CLDN5),Homo sapiens,
ENSG00000181104,coagulation factor II thrombin receptor(F2R),Homo sapiens,
ENSG00000100473,cochlin(COCH),Homo sapiens,
ENSG00000152492,coiled-coil domain containing 50(CCDC50),Homo sapiens,
