ID,Gene Name,Species,
ENSG00000002330,BCL2 associated agonist of cell death(BAD),Homo sapiens,
ENSG00000176720,BCL2 family apoptosis regulator BOK(BOK),Homo sapiens,
ENSG00000176171,BCL2 interacting protein 3(BNIP3),Homo sapiens,
ENSG00000171552,BCL2 like 1(BCL2L1),Homo sapiens,
ENSG00000015475,BH3 interacting domain death agonist(BID),Homo sapiens,
ENSG00000135218,CD36 molecule(CD36),Homo sapiens,
ENSG00000001626,CF transmembrane conductance regulator(CFTR),Homo sapiens,
ENSG00000166664,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion(CHRFAM7A),Homo sapiens,
ENSG00000188603,"CLN3 lysosomal/endosomal transmembrane protein, battenin(CLN3)",Homo sapiens,
ENSG00000105662,CREB regulated transcription coactivator 1(CRTC1),Homo sapiens,
ENSG00000101489,CUGBP Elav-like family member 4(CELF4),Homo sapiens,
ENSG00000154639,CXADR Ig-like cell adhesion molecule(CXADR),Homo sapiens,
ENSG00000104936,DM1 protein kinase(DMPK),Homo sapiens,
ENSG00000013016,EH domain containing 3(EHD3),Homo sapiens,
ENSG00000119782,FKBP prolyl isomerase 1B(FKBP1B),Homo sapiens,
ENSG00000266964,FXYD domain containing ion transport regulator 1(FXYD1),Homo sapiens,
ENSG00000169258,G protein regulated inducer of neurite outgrowth 1(GPRIN1),Homo sapiens,
ENSG00000088256,G protein subunit alpha 11(GNA11),Homo sapiens,
ENSG00000156049,G protein subunit alpha 14(GNA14),Homo sapiens,
ENSG00000060558,G protein subunit alpha 15(GNA15),Homo sapiens,
ENSG00000156052,G protein subunit alpha q(GNAQ),Homo sapiens,
ENSG00000164850,G protein-coupled estrogen receptor 1(GPER1),Homo sapiens,
ENSG00000178623,G protein-coupled receptor 35(GPR35),Homo sapiens,
ENSG00000181656,G protein-coupled receptor 88(GPR88),Homo sapiens,
ENSG00000185974,G protein-coupled receptor kinase 1(GRK1),Homo sapiens,
ENSG00000108852,MAGUK p55 scaffold protein 2(MPP2),Homo sapiens,
ENSG00000213190,MLLT11 transcription factor 7 cofactor(MLLT11),Homo sapiens,
ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor(MYC)",Homo sapiens,
ENSG00000023228,NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1),Homo sapiens,
ENSG00000069869,NEDD4 E3 ubiquitin protein ligase(NEDD4),Homo sapiens,
ENSG00000049759,NEDD4 like E3 ubiquitin protein ligase(NEDD4L),Homo sapiens,
ENSG00000169230,PRELI domain containing 1(PRELID1),Homo sapiens,
ENSG00000158828,PTEN induced kinase 1(PINK1),Homo sapiens,
ENSG00000116288,Parkinsonism associated deglycase(PARK7),Homo sapiens,
ENSG00000115839,RAB3 GTPase activating protein catalytic subunit 1(RAB3GAP1),Homo sapiens,
ENSG00000108961,RAN guanine nucleotide release factor(RANGRF),Homo sapiens,
ENSG00000161681,SH3 and multiple ankyrin repeat domains 1(SHANK1),Homo sapiens,
ENSG00000251322,SH3 and multiple ankyrin repeat domains 3(SHANK3),Homo sapiens,
ENSG00000101665,SMAD family member 7(SMAD7),Homo sapiens,
ENSG00000197122,"SRC proto-oncogene, non-receptor tyrosine kinase(SRC)",Homo sapiens,
ENSG00000112837,T-box transcription factor 18(TBX18),Homo sapiens,
ENSG00000089225,T-box transcription factor 5(TBX5),Homo sapiens,
ENSG00000163377,TAFA chemokine like family member 4(TAFA4),Homo sapiens,
ENSG00000162065,TBC1 domain family member 24(TBC1D24),Homo sapiens,
ENSG00000100721,TCL1 family AKT coactivator A(TCL1A),Homo sapiens,
ENSG00000071127,WD repeat domain 1(WDR1),Homo sapiens,
ENSG00000198373,WW domain containing E3 ubiquitin protein ligase 2(WWP2),Homo sapiens,
ENSG00000154764,Wnt family member 7A(WNT7A),Homo sapiens,
ENSG00000110881,acid sensing ion channel subunit 1(ASIC1),Homo sapiens,
ENSG00000108684,acid sensing ion channel subunit 2(ASIC2),Homo sapiens,
ENSG00000077522,actinin alpha 2(ACTN2),Homo sapiens,
ENSG00000163485,adenosine A1 receptor(ADORA1),Homo sapiens,
ENSG00000128271,adenosine A2a receptor(ADORA2A),Homo sapiens,
ENSG00000143199,adenylate cyclase 10(ADCY10),Homo sapiens,
ENSG00000120907,adrenoceptor alpha 1A(ADRA1A),Homo sapiens,
ENSG00000043591,adrenoceptor beta 1(ADRB1),Homo sapiens,
ENSG00000142192,amyloid beta precursor protein(APP),Homo sapiens,
ENSG00000135744,angiotensinogen(AGT),Homo sapiens,
ENSG00000145362,ankyrin 2(ANK2),Homo sapiens,
ENSG00000151150,ankyrin 3(ANK3),Homo sapiens,
ENSG00000141480,arrestin beta 2(ARRB2),Homo sapiens,
ENSG00000039987,bestrophin 2(BEST2),Homo sapiens,
ENSG00000166710,beta-2-microglobulin(B2M),Homo sapiens,
ENSG00000197580,beta-carotene oxygenase 2(BCO2),Homo sapiens,
ENSG00000112276,blood vessel epicardial substance(BVES),Homo sapiens,
ENSG00000136717,bridging integrator 1(BIN1),Homo sapiens,
ENSG00000153956,calcium voltage-gated channel auxiliary subunit alpha2delta 1(CACNA2D1),Homo sapiens,
ENSG00000165995,calcium voltage-gated channel auxiliary subunit beta 2(CACNB2),Homo sapiens,
ENSG00000167535,calcium voltage-gated channel auxiliary subunit beta 3(CACNB3),Homo sapiens,
ENSG00000182389,calcium voltage-gated channel auxiliary subunit beta 4(CACNB4),Homo sapiens,
ENSG00000166862,calcium voltage-gated channel auxiliary subunit gamma 2(CACNG2),Homo sapiens,
ENSG00000151067,calcium voltage-gated channel subunit alpha1 C(CACNA1C),Homo sapiens,
ENSG00000157388,calcium voltage-gated channel subunit alpha1 D(CACNA1D),Homo sapiens,
ENSG00000006283,calcium voltage-gated channel subunit alpha1 G(CACNA1G),Homo sapiens,
ENSG00000196557,calcium voltage-gated channel subunit alpha1 H(CACNA1H),Homo sapiens,
ENSG00000100346,calcium voltage-gated channel subunit alpha1 I(CACNA1I),Homo sapiens,
ENSG00000145349,calcium/calmodulin dependent protein kinase II delta(CAMK2D),Homo sapiens,
ENSG00000198668,calmodulin 1(CALM1),Homo sapiens,
ENSG00000143933,calmodulin 2(CALM2),Homo sapiens,
ENSG00000160014,calmodulin 3(CALM3),Homo sapiens,
ENSG00000118729,calsequestrin 2(CASQ2),Homo sapiens,
ENSG00000118432,cannabinoid receptor 1(CNR1),Homo sapiens,
ENSG00000188822,cannabinoid receptor 2(CNR2),Homo sapiens,
ENSG00000183230,catenin alpha 3(CTNNA3),Homo sapiens,
ENSG00000105974,caveolin 1(CAV1),Homo sapiens,
ENSG00000182533,caveolin 3(CAV3),Homo sapiens,
ENSG00000112761,cellular communication network factor 6(CCN6),Homo sapiens,
ENSG00000102924,cerebellin 1 precursor(CBLN1),Homo sapiens,
ENSG00000188037,chloride voltage-gated channel 1(CLCN1),Homo sapiens,
ENSG00000168539,cholinergic receptor muscarinic 1(CHRM1),Homo sapiens,
ENSG00000138435,cholinergic receptor nicotinic alpha 1 subunit(CHRNA1),Homo sapiens,
ENSG00000129749,cholinergic receptor nicotinic alpha 10 subunit(CHRNA10),Homo sapiens,
ENSG00000120903,cholinergic receptor nicotinic alpha 2 subunit(CHRNA2),Homo sapiens,
ENSG00000080644,cholinergic receptor nicotinic alpha 3 subunit(CHRNA3),Homo sapiens,
ENSG00000101204,cholinergic receptor nicotinic alpha 4 subunit(CHRNA4),Homo sapiens,
ENSG00000169684,cholinergic receptor nicotinic alpha 5 subunit(CHRNA5),Homo sapiens,
ENSG00000147434,cholinergic receptor nicotinic alpha 6 subunit(CHRNA6),Homo sapiens,
ENSG00000175344,cholinergic receptor nicotinic alpha 7 subunit(CHRNA7),Homo sapiens,
ENSG00000174343,cholinergic receptor nicotinic alpha 9 subunit(CHRNA9),Homo sapiens,
ENSG00000170175,cholinergic receptor nicotinic beta 1 subunit(CHRNB1),Homo sapiens,
ENSG00000160716,cholinergic receptor nicotinic beta 2 subunit(CHRNB2),Homo sapiens,
ENSG00000147432,cholinergic receptor nicotinic beta 3 subunit(CHRNB3),Homo sapiens,
ENSG00000117971,cholinergic receptor nicotinic beta 4 subunit(CHRNB4),Homo sapiens,
ENSG00000135902,cholinergic receptor nicotinic delta subunit(CHRND),Homo sapiens,
ENSG00000108556,cholinergic receptor nicotinic epsilon subunit(CHRNE),Homo sapiens,
ENSG00000196811,cholinergic receptor nicotinic gamma subunit(CHRNG),Homo sapiens,
ENSG00000164007,claudin 19(CLDN19),Homo sapiens,
ENSG00000250479,coiled-coil-helix-coiled-coil-helix domain containing 10(CHCHD10),Homo sapiens,
ENSG00000108797,contactin associated protein 1(CNTNAP1),Homo sapiens,
ENSG00000174871,cornichon family AMPA receptor auxiliary protein 2(CNIH2),Homo sapiens,
ENSG00000111249,cut like homeobox 2(CUX2),Homo sapiens,
ENSG00000070729,cyclic nucleotide gated channel subunit beta 1(CNGB1),Homo sapiens,
ENSG00000164885,cyclin dependent kinase 5(CDK5),Homo sapiens,
ENSG00000147889,cyclin dependent kinase inhibitor 2A(CDKN2A),Homo sapiens,
ENSG00000040531,"cystinosin, lysosomal cystine transporter(CTNS)",Homo sapiens,
ENSG00000011465,decorin(DCN),Homo sapiens,
ENSG00000134755,desmocollin 2(DSC2),Homo sapiens,
ENSG00000046604,desmoglein 2(DSG2),Homo sapiens,
ENSG00000096696,desmoplakin(DSP),Homo sapiens,
ENSG00000157680,diacylglycerol kinase iota(DGKI),Homo sapiens,
ENSG00000091140,dihydrolipoamide dehydrogenase(DLD),Homo sapiens,
ENSG00000075711,discs large MAGUK scaffold protein 1(DLG1),Homo sapiens,
ENSG00000132535,discs large MAGUK scaffold protein 4(DLG4),Homo sapiens,
ENSG00000107404,dishevelled segment polarity protein 1(DVL1),Homo sapiens,
ENSG00000184845,dopamine receptor D1(DRD1),Homo sapiens,
ENSG00000149295,dopamine receptor D2(DRD2),Homo sapiens,
ENSG00000069696,dopamine receptor D4(DRD4),Homo sapiens,
ENSG00000198947,dystrophin(DMD),Homo sapiens,
ENSG00000078401,endothelin 1(EDN1),Homo sapiens,
ENSG00000141543,eukaryotic translation initiation factor 4A3(EIF4A3),Homo sapiens,
ENSG00000161958,fibroblast growth factor 11(FGF11),Homo sapiens,
ENSG00000114279,fibroblast growth factor 12(FGF12),Homo sapiens,
ENSG00000129682,fibroblast growth factor 13(FGF13),Homo sapiens,
ENSG00000102466,fibroblast growth factor 14(FGF14),Homo sapiens,
ENSG00000196924,filamin A(FLNA),Homo sapiens,
ENSG00000022267,four and a half LIM domains 1(FHL1),Homo sapiens,
ENSG00000102081,fragile X messenger ribonucleoprotein 1(FMR1),Homo sapiens,
ENSG00000188763,frizzled class receptor 9(FZD9),Homo sapiens,
ENSG00000022355,gamma-aminobutyric acid type A receptor subunit alpha1(GABRA1),Homo sapiens,
ENSG00000151834,gamma-aminobutyric acid type A receptor subunit alpha2(GABRA2),Homo sapiens,
ENSG00000011677,gamma-aminobutyric acid type A receptor subunit alpha3(GABRA3),Homo sapiens,
ENSG00000109158,gamma-aminobutyric acid type A receptor subunit alpha4(GABRA4),Homo sapiens,
ENSG00000186297,gamma-aminobutyric acid type A receptor subunit alpha5(GABRA5),Homo sapiens,
ENSG00000145863,gamma-aminobutyric acid type A receptor subunit alpha6(GABRA6),Homo sapiens,
ENSG00000163288,gamma-aminobutyric acid type A receptor subunit beta1(GABRB1),Homo sapiens,
ENSG00000145864,gamma-aminobutyric acid type A receptor subunit beta2(GABRB2),Homo sapiens,
ENSG00000166206,gamma-aminobutyric acid type A receptor subunit beta3(GABRB3),Homo sapiens,
ENSG00000187730,gamma-aminobutyric acid type A receptor subunit delta(GABRD),Homo sapiens,
ENSG00000102287,gamma-aminobutyric acid type A receptor subunit epsilon(GABRE),Homo sapiens,
ENSG00000163285,gamma-aminobutyric acid type A receptor subunit gamma1(GABRG1),Homo sapiens,
ENSG00000113327,gamma-aminobutyric acid type A receptor subunit gamma2(GABRG2),Homo sapiens,
ENSG00000182256,gamma-aminobutyric acid type A receptor subunit gamma3(GABRG3),Homo sapiens,
ENSG00000094755,gamma-aminobutyric acid type A receptor subunit pi(GABRP),Homo sapiens,
ENSG00000146276,gamma-aminobutyric acid type A receptor subunit rho1(GABRR1),Homo sapiens,
ENSG00000111886,gamma-aminobutyric acid type A receptor subunit rho2(GABRR2),Homo sapiens,
ENSG00000183185,gamma-aminobutyric acid type A receptor subunit rho3(GABRR3),Homo sapiens,
ENSG00000152661,gap junction protein alpha 1(GJA1),Homo sapiens,
ENSG00000159248,gap junction protein delta 2(GJD2),Homo sapiens,
ENSG00000182963,gap junction protein gamma 1(GJC1),Homo sapiens,
ENSG00000134443,gastrin releasing peptide(GRP),Homo sapiens,
ENSG00000157017,ghrelin and obestatin prepropeptide(GHRL),Homo sapiens,
ENSG00000177628,glucosylceramidase beta 1(GBA1),Homo sapiens,
ENSG00000155511,glutamate ionotropic receptor AMPA type subunit 1(GRIA1),Homo sapiens,
ENSG00000120251,glutamate ionotropic receptor AMPA type subunit 2(GRIA2),Homo sapiens,
ENSG00000125675,glutamate ionotropic receptor AMPA type subunit 3(GRIA3),Homo sapiens,
ENSG00000152578,glutamate ionotropic receptor AMPA type subunit 4(GRIA4),Homo sapiens,
ENSG00000176884,glutamate ionotropic receptor NMDA type subunit 1(GRIN1),Homo sapiens,
ENSG00000183454,glutamate ionotropic receptor NMDA type subunit 2A(GRIN2A),Homo sapiens,
ENSG00000273079,glutamate ionotropic receptor NMDA type subunit 2B(GRIN2B),Homo sapiens,
ENSG00000161509,glutamate ionotropic receptor NMDA type subunit 2C(GRIN2C),Homo sapiens,
ENSG00000105464,glutamate ionotropic receptor NMDA type subunit 2D(GRIN2D),Homo sapiens,
ENSG00000198785,glutamate ionotropic receptor NMDA type subunit 3A(GRIN3A),Homo sapiens,
ENSG00000116032,glutamate ionotropic receptor NMDA type subunit 3B(GRIN3B),Homo sapiens,
ENSG00000182771,glutamate ionotropic receptor delta type subunit 1(GRID1),Homo sapiens,
ENSG00000152208,glutamate ionotropic receptor delta type subunit 2(GRID2),Homo sapiens,
ENSG00000171189,glutamate ionotropic receptor kainate type subunit 1(GRIK1),Homo sapiens,
ENSG00000164418,glutamate ionotropic receptor kainate type subunit 2(GRIK2),Homo sapiens,
ENSG00000163873,glutamate ionotropic receptor kainate type subunit 3(GRIK3),Homo sapiens,
ENSG00000149403,glutamate ionotropic receptor kainate type subunit 4(GRIK4),Homo sapiens,
ENSG00000105737,glutamate ionotropic receptor kainate type subunit 5(GRIK5),Homo sapiens,
ENSG00000152822,glutamate metabotropic receptor 1(GRM1),Homo sapiens,
ENSG00000168959,glutamate metabotropic receptor 5(GRM5),Homo sapiens,
ENSG00000001084,glutamate-cysteine ligase catalytic subunit(GCLC),Homo sapiens,
ENSG00000023909,glutamate-cysteine ligase modifier subunit(GCLM),Homo sapiens,
ENSG00000173221,glutaredoxin(GLRX),Homo sapiens,
ENSG00000152642,glycerol-3-phosphate dehydrogenase 1 like(GPD1L),Homo sapiens,
ENSG00000145888,glycine receptor alpha 1(GLRA1),Homo sapiens,
ENSG00000101958,glycine receptor alpha 2(GLRA2),Homo sapiens,
ENSG00000145451,glycine receptor alpha 3(GLRA3),Homo sapiens,
ENSG00000109738,glycine receptor beta(GLRB),Homo sapiens,
ENSG00000105723,glycogen synthase kinase 3 alpha(GSK3A),Homo sapiens,
ENSG00000082701,glycogen synthase kinase 3 beta(GSK3B),Homo sapiens,
ENSG00000196684,hematopoietic SH2 domain containing(HSH2D),Homo sapiens,
ENSG00000051620,heme binding protein 2(HEBP2),Homo sapiens,
ENSG00000099822,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2(HCN2),Homo sapiens,
ENSG00000164588,hyperpolarization activated cyclic nucleotide gated potassium channel 1(HCN1),Homo sapiens,
ENSG00000143630,hyperpolarization activated cyclic nucleotide gated potassium channel 3(HCN3),Homo sapiens,
ENSG00000138622,hyperpolarization activated cyclic nucleotide gated potassium channel 4(HCN4),Homo sapiens,
ENSG00000161610,hypocretin neuropeptide precursor(HCRT),Homo sapiens,
ENSG00000205363,inhibitory synaptic factor 1(INSYN1),Homo sapiens,
ENSG00000188916,inhibitory synaptic factor 2A(INSYN2A),Homo sapiens,
ENSG00000204767,inhibitory synaptic factor family member 2B(INSYN2B),Homo sapiens,
ENSG00000138777,inorganic pyrophosphatase 2(PPA2),Homo sapiens,
ENSG00000126709,interferon alpha inducible protein 6(IFI6),Homo sapiens,
ENSG00000173801,junction plakoglobin(JUP),Homo sapiens,
ENSG00000128052,kinase insert domain receptor(KDR),Homo sapiens,
ENSG00000170759,kinesin family member 5B(KIF5B),Homo sapiens,
ENSG00000012223,lactotransferrin(LTF),Homo sapiens,
ENSG00000188906,leucine rich repeat kinase 2(LRRK2),Homo sapiens,
ENSG00000107798,"lipase A, lysosomal acid type(LIPA)",Homo sapiens,
ENSG00000118058,lysine methyltransferase 2A(KMT2A),Homo sapiens,
ENSG00000198793,mechanistic target of rapamycin kinase(MTOR),Homo sapiens,
ENSG00000134640,melatonin receptor 1B(MTNR1B),Homo sapiens,
ENSG00000169057,methyl-CpG binding protein 2(MECP2),Homo sapiens,
ENSG00000199017,microRNA 1-1(MIR1-1),Homo sapiens,
ENSG00000207975,microRNA 181b-1(MIR181B1),Homo sapiens,
ENSG00000199157,microRNA 208a(MIR208A),Homo sapiens,
ENSG00000199075,microRNA 26a-1(MIR26A1),Homo sapiens,
ENSG00000199153,microRNA 30d(MIR30D),Homo sapiens,
ENSG00000207948,microRNA 328(MIR328),Homo sapiens,
ENSG00000199001,microRNA 448(MIR448),Homo sapiens,
ENSG00000186868,microtubule associated protein tau(MAPT),Homo sapiens,
ENSG00000090432,mitochondrial E3 ubiquitin protein ligase 1(MUL1),Homo sapiens,
ENSG00000171109,mitofusin 1(MFN1),Homo sapiens,
ENSG00000008735,mitogen-activated protein kinase 8 interacting protein 2(MAPK8IP2),Homo sapiens,
ENSG00000175701,mitoregulin(MTLN),Homo sapiens,
ENSG00000034971,myocilin(MYOC),Homo sapiens,
ENSG00000081189,myocyte enhancer factor 2C(MEF2C),Homo sapiens,
ENSG00000105357,myosin heavy chain 14(MYH14),Homo sapiens,
ENSG00000087053,myotubularin related protein 2(MTMR2),Homo sapiens,
ENSG00000175206,natriuretic peptide A(NPPA),Homo sapiens,
ENSG00000159899,natriuretic peptide receptor 2(NPR2),Homo sapiens,
ENSG00000179915,neurexin 1(NRXN1),Homo sapiens,
ENSG00000169760,neuroligin 1(NLGN1),Homo sapiens,
ENSG00000169992,neuroligin 2(NLGN2),Homo sapiens,
ENSG00000196338,neuroligin 3(NLGN3),Homo sapiens,
ENSG00000146938,neuroligin 4 X-linked(NLGN4X),Homo sapiens,
ENSG00000174576,neuronal PAS domain protein 4(NPAS4),Homo sapiens,
ENSG00000091129,neuronal cell adhesion molecule(NRCAM),Homo sapiens,
ENSG00000139574,neuropeptide FF-amide peptide precursor(NPFF),Homo sapiens,
ENSG00000214285,neuropeptide S(NPS),Homo sapiens,
ENSG00000166342,neuropilin and tolloid like 1(NETO1),Homo sapiens,
ENSG00000101188,neurotensin receptor 1(NTSR1),Homo sapiens,
ENSG00000169006,neurotensin receptor 2(NTSR2),Homo sapiens,
ENSG00000148053,neurotrophic receptor tyrosine kinase 2(NTRK2),Homo sapiens,
ENSG00000112992,nicotinamide nucleotide transhydrogenase(NNT),Homo sapiens,
ENSG00000198929,nitric oxide synthase 1 adaptor protein(NOS1AP),Homo sapiens,
ENSG00000124479,norrin cystine knot growth factor NDP(NDP),Homo sapiens,
ENSG00000113569,nucleoporin 155(NUP155),Homo sapiens,
ENSG00000116329,opioid receptor delta 1(OPRD1),Homo sapiens,
ENSG00000112038,opioid receptor mu 1(OPRM1),Homo sapiens,
ENSG00000109132,paired like homeobox 2B(PHOX2B),Homo sapiens,
ENSG00000125779,pantothenate kinase 2(PANK2),Homo sapiens,
ENSG00000185345,parkin RBR E3 ubiquitin protein ligase(PRKN),Homo sapiens,
ENSG00000165672,peroxiredoxin 3(PRDX3),Homo sapiens,
ENSG00000141682,phorbol-12-myristate-13-acetate-induced protein 1(PMAIP1),Homo sapiens,
ENSG00000171862,phosphatase and tensin homolog(PTEN),Homo sapiens,
ENSG00000167103,phosphatidylinositol-4-phosphate 5-kinase like 1(PIP5KL1),Homo sapiens,
ENSG00000198523,phospholamban(PLN),Homo sapiens,
ENSG00000153823,phosphotyrosine interaction domain containing 1(PID1),Homo sapiens,
ENSG00000103335,piezo type mechanosensitive ion channel component 1 (Er blood group)(PIEZO1),Homo sapiens,
ENSG00000154864,piezo type mechanosensitive ion channel component 2(PIEZO2),Homo sapiens,
ENSG00000057294,plakophilin 2(PKP2),Homo sapiens,
ENSG00000143799,poly(ADP-ribose) polymerase 1(PARP1),Homo sapiens,
ENSG00000121577,popeye domain containing 2(POPDC2),Homo sapiens,
ENSG00000132429,popeye domain containing 3(POPDC3),Homo sapiens,
ENSG00000156113,potassium calcium-activated channel subfamily M alpha 1(KCNMA1),Homo sapiens,
ENSG00000197584,potassium calcium-activated channel subfamily M regulatory beta subunit 2(KCNMB2),Homo sapiens,
ENSG00000171121,potassium calcium-activated channel subfamily M regulatory beta subunit 3(KCNMB3),Homo sapiens,
ENSG00000135643,potassium calcium-activated channel subfamily M regulatory beta subunit 4(KCNMB4),Homo sapiens,
ENSG00000080709,potassium calcium-activated channel subfamily N member 2(KCNN2),Homo sapiens,
ENSG00000104783,potassium calcium-activated channel subfamily N member 4(KCNN4),Homo sapiens,
ENSG00000243335,potassium channel tetramerization domain containing 7(KCTD7),Homo sapiens,
ENSG00000177807,potassium inwardly rectifying channel subfamily J member 10(KCNJ10),Homo sapiens,
ENSG00000187486,potassium inwardly rectifying channel subfamily J member 11(KCNJ11),Homo sapiens,
ENSG00000123700,potassium inwardly rectifying channel subfamily J member 2(KCNJ2),Homo sapiens,
ENSG00000162989,potassium inwardly rectifying channel subfamily J member 3(KCNJ3),Homo sapiens,
ENSG00000120457,potassium inwardly rectifying channel subfamily J member 5(KCNJ5),Homo sapiens,
ENSG00000121361,potassium inwardly rectifying channel subfamily J member 8(KCNJ8),Homo sapiens,
ENSG00000162728,potassium inwardly rectifying channel subfamily J member 9(KCNJ9),Homo sapiens,
ENSG00000135750,potassium two pore domain channel subfamily K member 1(KCNK1),Homo sapiens,
ENSG00000100433,potassium two pore domain channel subfamily K member 10(KCNK10),Homo sapiens,
ENSG00000184261,potassium two pore domain channel subfamily K member 12(KCNK12),Homo sapiens,
ENSG00000152315,potassium two pore domain channel subfamily K member 13(KCNK13),Homo sapiens,
ENSG00000124249,potassium two pore domain channel subfamily K member 15(KCNK15),Homo sapiens,
ENSG00000095981,potassium two pore domain channel subfamily K member 16(KCNK16),Homo sapiens,
ENSG00000124780,potassium two pore domain channel subfamily K member 17(KCNK17),Homo sapiens,
ENSG00000186795,potassium two pore domain channel subfamily K member 18(KCNK18),Homo sapiens,
ENSG00000082482,potassium two pore domain channel subfamily K member 2(KCNK2),Homo sapiens,
ENSG00000171303,potassium two pore domain channel subfamily K member 3(KCNK3),Homo sapiens,
ENSG00000182450,potassium two pore domain channel subfamily K member 4(KCNK4),Homo sapiens,
ENSG00000164626,potassium two pore domain channel subfamily K member 5(KCNK5),Homo sapiens,
ENSG00000099337,potassium two pore domain channel subfamily K member 6(KCNK6),Homo sapiens,
ENSG00000173338,potassium two pore domain channel subfamily K member 7(KCNK7),Homo sapiens,
ENSG00000169427,potassium two pore domain channel subfamily K member 9(KCNK9),Homo sapiens,
ENSG00000120049,potassium voltage-gated channel interacting protein 2(KCNIP2),Homo sapiens,
ENSG00000111262,potassium voltage-gated channel subfamily A member 1(KCNA1),Homo sapiens,
ENSG00000177301,potassium voltage-gated channel subfamily A member 2(KCNA2),Homo sapiens,
ENSG00000182255,potassium voltage-gated channel subfamily A member 4(KCNA4),Homo sapiens,
ENSG00000130037,potassium voltage-gated channel subfamily A member 5(KCNA5),Homo sapiens,
ENSG00000069424,potassium voltage-gated channel subfamily A regulatory beta subunit 2(KCNAB2),Homo sapiens,
ENSG00000158445,potassium voltage-gated channel subfamily B member 1(KCNB1),Homo sapiens,
ENSG00000129159,potassium voltage-gated channel subfamily C member 1(KCNC1),Homo sapiens,
ENSG00000166006,potassium voltage-gated channel subfamily C member 2(KCNC2),Homo sapiens,
ENSG00000184408,potassium voltage-gated channel subfamily D member 2(KCND2),Homo sapiens,
ENSG00000171385,potassium voltage-gated channel subfamily D member 3(KCND3),Homo sapiens,
ENSG00000180509,potassium voltage-gated channel subfamily E regulatory subunit 1(KCNE1),Homo sapiens,
ENSG00000159197,potassium voltage-gated channel subfamily E regulatory subunit 2(KCNE2),Homo sapiens,
ENSG00000175538,potassium voltage-gated channel subfamily E regulatory subunit 3(KCNE3),Homo sapiens,
ENSG00000152049,potassium voltage-gated channel subfamily E regulatory subunit 4(KCNE4),Homo sapiens,
ENSG00000176076,potassium voltage-gated channel subfamily E regulatory subunit 5(KCNE5),Homo sapiens,
ENSG00000143473,potassium voltage-gated channel subfamily H member 1(KCNH1),Homo sapiens,
ENSG00000055118,potassium voltage-gated channel subfamily H member 2(KCNH2),Homo sapiens,
ENSG00000135519,potassium voltage-gated channel subfamily H member 3(KCNH3),Homo sapiens,
